,number_of_trees,number_of_internal_trees,model_size_in_bytes,min_depth,max_depth,mean_depth,min_leaves,max_leaves,mean_leaves
,100.0,100.0,11948986.0,15.0,15.0,15.0,6646.0,9274.0,8091.37
