,number_of_trees,number_of_internal_trees,model_size_in_bytes,min_depth,max_depth,mean_depth,min_leaves,max_leaves,mean_leaves
,75.0,75.0,8110229.0,15.0,15.0,15.0,5058.0,9213.0,7370.987
