,SpatialDimension,Code,TimeDim,SEX,Value
0,COUNTRY,SDF,1979,MLE,21.1
1,COUNTRY,SDF,1985,MLE,21.5
2,COUNTRY,SDF,1987,MLE,21.7
3,COUNTRY,SDF,1995,MLE,22.3
4,COUNTRY,SDF,1996,MLE,22.4
5,COUNTRY,SDF,2003,MLE,22.9
6,COUNTRY,SDF,2011,MLE,23.4
7,COUNTRY,SDF,1977,MLE,20.9
8,COUNTRY,SDF,1978,MLE,21.0
9,COUNTRY,SDF,1980,MLE,21.1
10,COUNTRY,SDF,1986,MLE,21.6
11,COUNTRY,SDF,1988,MLE,21.8
12,COUNTRY,SDF,1989,MLE,21.9
13,COUNTRY,SDF,1994,MLE,22.2
14,COUNTRY,SDF,1997,MLE,22.5
15,COUNTRY,SDF,2002,MLE,22.8
16,COUNTRY,SDF,2005,MLE,23.1
17,COUNTRY,SDF,2013,MLE,23.5
18,COUNTRY,SDF,2014,MLE,23.6
19,COUNTRY,SDF,1975,MLE,20.7
20,COUNTRY,SDF,1981,MLE,21.2
21,COUNTRY,SDF,1984,MLE,21.5
22,COUNTRY,SDF,1990,MLE,21.9
23,COUNTRY,SDF,1991,MLE,22.0
24,COUNTRY,SDF,1993,MLE,22.2
25,COUNTRY,SDF,2007,MLE,23.2
26,COUNTRY,SDF,1998,MLE,22.5
27,COUNTRY,SDF,1999,MLE,22.6
28,COUNTRY,SDF,2006,MLE,23.1
29,COUNTRY,SDF,2004,MLE,23.0
30,COUNTRY,SDF,2010,MLE,23.4
31,COUNTRY,SDF,2012,MLE,23.5
32,COUNTRY,SDF,1976,MLE,20.8
33,COUNTRY,SDF,1982,MLE,21.3
34,COUNTRY,SDF,2008,MLE,23.3
35,COUNTRY,SDF,2009,MLE,23.3
36,COUNTRY,SDF,1983,MLE,21.4
37,COUNTRY,SDF,1992,MLE,22.1
38,COUNTRY,SDF,2000,MLE,22.7
39,COUNTRY,SDF,2001,MLE,22.8
40,COUNTRY,SDF,1996,FMLE,24.8
41,COUNTRY,SDF,1998,FMLE,25.1
42,COUNTRY,SDF,2004,FMLE,25.7
43,COUNTRY,SDF,2007,FMLE,26.0
44,COUNTRY,SDF,2013,FMLE,26.5
45,COUNTRY,SDF,2014,FMLE,26.6
46,COUNTRY,SDF,1976,FMLE,22.5
47,COUNTRY,SDF,2000,FMLE,25.3
48,COUNTRY,SDF,2010,FMLE,26.2
49,COUNTRY,SDF,1975,FMLE,22.4
50,COUNTRY,SDF,1977,FMLE,22.7
51,COUNTRY,SDF,1983,FMLE,23.3
52,COUNTRY,SDF,1984,FMLE,23.4
53,COUNTRY,SDF,1986,FMLE,23.6
54,COUNTRY,SDF,1992,FMLE,24.3
55,COUNTRY,SDF,1994,FMLE,24.6
56,COUNTRY,SDF,2002,FMLE,25.5
57,COUNTRY,SDF,2003,FMLE,25.6
58,COUNTRY,SDF,2008,FMLE,26.1
59,COUNTRY,SDF,1980,FMLE,23.0
60,COUNTRY,SDF,1981,FMLE,23.1
61,COUNTRY,SDF,1988,FMLE,23.9
62,COUNTRY,SDF,1989,FMLE,24.0
63,COUNTRY,SDF,1990,FMLE,24.1
64,COUNTRY,SDF,2006,FMLE,25.9
65,COUNTRY,SDF,2012,FMLE,26.4
66,COUNTRY,SDF,1978,FMLE,22.8
67,COUNTRY,SDF,1985,FMLE,23.5
68,COUNTRY,SDF,1991,FMLE,24.2
69,COUNTRY,SDF,1993,FMLE,24.5
70,COUNTRY,SDF,1995,FMLE,24.7
71,COUNTRY,SDF,2001,FMLE,25.4
72,COUNTRY,SDF,2009,FMLE,26.2
73,COUNTRY,SDF,2011,FMLE,26.3
74,COUNTRY,SDF,1979,FMLE,22.9
75,COUNTRY,SDF,1982,FMLE,23.2
76,COUNTRY,SDF,1987,FMLE,23.7
77,COUNTRY,SDF,1997,FMLE,24.9
78,COUNTRY,SDF,1999,FMLE,25.2
79,COUNTRY,SDF,2005,FMLE,25.8
80,REGION,GLOBAL,1989,FMLE,23.0
81,REGION,GLOBAL,2005,FMLE,23.9
82,REGION,GLOBAL,2007,FMLE,24.0
83,REGION,GLOBAL,2008,FMLE,24.1
84,REGION,GLOBAL,2013,FMLE,24.4
85,REGION,GLOBAL,1996,MLE,22.9
86,REGION,GLOBAL,2003,MLE,23.4
87,REGION,GLOBAL,2004,MLE,23.5
88,REGION,GLOBAL,2006,MLE,23.6
89,REGION,GLOBAL,1980,FMLE,22.4
90,REGION,GLOBAL,1981,FMLE,22.5
91,REGION,GLOBAL,1978,MLE,21.9
92,REGION,GLOBAL,1979,MLE,21.9
93,REGION,GLOBAL,1980,MLE,22.0
94,REGION,GLOBAL,1988,MLE,22.5
95,REGION,GLOBAL,1989,MLE,22.6
96,REGION,GLOBAL,1997,MLE,23.0
97,REGION,GLOBAL,1998,MLE,23.1
98,REGION,GLOBAL,2012,MLE,24.1
99,REGION,GLOBAL,2013,MLE,24.1
100,REGION,GLOBAL,2014,MLE,24.2
101,REGION,GLOBAL,1988,FMLE,22.9
102,REGION,GLOBAL,1997,FMLE,23.4
103,REGION,GLOBAL,1998,FMLE,23.5
104,REGION,GLOBAL,1999,FMLE,23.5
105,REGION,GLOBAL,2000,FMLE,23.6
106,REGION,GLOBAL,1984,FMLE,22.6
107,REGION,GLOBAL,1995,FMLE,23.3
108,REGION,GLOBAL,2002,FMLE,23.7
109,REGION,GLOBAL,2003,FMLE,23.8
110,REGION,GLOBAL,2004,FMLE,23.8
111,REGION,GLOBAL,1975,MLE,21.7
112,REGION,GLOBAL,1985,MLE,22.3
113,REGION,GLOBAL,1986,MLE,22.4
114,REGION,GLOBAL,1993,MLE,22.8
115,REGION,GLOBAL,2000,MLE,23.2
116,REGION,GLOBAL,2008,MLE,23.8
117,REGION,GLOBAL,2009,MLE,23.8
118,REGION,GLOBAL,2010,MLE,23.9
119,REGION,GLOBAL,2011,MLE,24.0
120,REGION,GLOBAL,1976,FMLE,22.2
121,REGION,GLOBAL,1981,MLE,22.1
122,REGION,GLOBAL,1987,MLE,22.4
123,REGION,GLOBAL,1990,MLE,22.6
124,REGION,GLOBAL,1995,MLE,22.9
125,REGION,GLOBAL,2005,MLE,23.5
126,REGION,GLOBAL,1975,FMLE,22.1
127,REGION,GLOBAL,1982,FMLE,22.5
128,REGION,GLOBAL,1983,FMLE,22.6
129,REGION,GLOBAL,1990,FMLE,23.0
130,REGION,GLOBAL,1991,FMLE,23.1
131,REGION,GLOBAL,2006,FMLE,24.0
132,REGION,GLOBAL,2014,FMLE,24.4
133,REGION,GLOBAL,1986,FMLE,22.8
134,REGION,GLOBAL,1992,FMLE,23.1
135,REGION,GLOBAL,2010,FMLE,24.2
136,REGION,GLOBAL,2011,FMLE,24.3
137,REGION,GLOBAL,2012,FMLE,24.3
138,REGION,GLOBAL,1994,MLE,22.8
139,REGION,GLOBAL,1999,MLE,23.1
140,REGION,GLOBAL,2001,MLE,23.2
141,REGION,GLOBAL,2002,MLE,23.3
142,REGION,GLOBAL,2007,MLE,23.7
143,REGION,GLOBAL,1978,FMLE,22.3
144,REGION,GLOBAL,1982,MLE,22.1
145,REGION,GLOBAL,1983,MLE,22.2
146,REGION,GLOBAL,1984,MLE,22.3
147,REGION,GLOBAL,1976,MLE,21.8
148,REGION,GLOBAL,1977,MLE,21.8
149,REGION,GLOBAL,1991,MLE,22.7
150,REGION,GLOBAL,1992,MLE,22.7
151,REGION,GLOBAL,1977,FMLE,22.2
152,REGION,GLOBAL,1979,FMLE,22.3
153,REGION,GLOBAL,1985,FMLE,22.7
154,REGION,GLOBAL,1987,FMLE,22.8
155,REGION,GLOBAL,1993,FMLE,23.2
156,REGION,GLOBAL,1994,FMLE,23.2
157,REGION,GLOBAL,1996,FMLE,23.3
158,REGION,GLOBAL,2001,FMLE,23.6
159,REGION,GLOBAL,2009,FMLE,24.1
160,REGION,AFR,1975,BTSX,19.7
161,REGION,AFR,1976,BTSX,19.8
162,REGION,AFR,1977,BTSX,19.9
163,REGION,AFR,1978,BTSX,20.1
164,REGION,AFR,1979,BTSX,20.2
165,REGION,AFR,1980,BTSX,20.3
166,REGION,AFR,1981,BTSX,20.4
167,REGION,AFR,1982,BTSX,20.5
168,REGION,AFR,1983,BTSX,20.6
169,REGION,AFR,1984,BTSX,20.7
170,REGION,AFR,1985,BTSX,20.8
171,REGION,AFR,1986,BTSX,20.9
172,REGION,AFR,1987,BTSX,21.0
173,REGION,AFR,1988,BTSX,21.1
174,REGION,AFR,1989,BTSX,21.2
175,REGION,AFR,1990,BTSX,21.3
176,REGION,AFR,1991,BTSX,21.4
177,REGION,AFR,1992,BTSX,21.5
178,REGION,AFR,1993,BTSX,21.6
179,REGION,AFR,1994,BTSX,21.7
180,REGION,AFR,1995,BTSX,21.8
181,REGION,AFR,1996,BTSX,21.9
182,REGION,AFR,1997,BTSX,21.9
183,REGION,AFR,1998,BTSX,22.0
184,REGION,AFR,1999,BTSX,22.1
185,REGION,AFR,2000,BTSX,22.2
186,REGION,AFR,2001,BTSX,22.3
187,REGION,AFR,2002,BTSX,22.4
188,REGION,AFR,2003,BTSX,22.4
189,REGION,AFR,2004,BTSX,22.5
190,REGION,AFR,2005,BTSX,22.6
191,REGION,AFR,2006,BTSX,22.7
192,REGION,AFR,2007,BTSX,22.7
193,REGION,AFR,2008,BTSX,22.8
194,REGION,AFR,2009,BTSX,22.9
195,REGION,AFR,2010,BTSX,22.9
196,REGION,AFR,2011,BTSX,23.0
197,REGION,AFR,2012,BTSX,23.0
198,REGION,AFR,2013,BTSX,23.1
199,REGION,AFR,2014,BTSX,23.1
200,REGION,AFR,2015,BTSX,23.2
201,REGION,AFR,2016,BTSX,23.2
202,REGION,AMR,1975,BTSX,23.9
203,REGION,AMR,1976,BTSX,24.0
204,REGION,AMR,1977,BTSX,24.1
205,REGION,AMR,1978,BTSX,24.2
206,REGION,AMR,1979,BTSX,24.2
207,REGION,AMR,1980,BTSX,24.3
208,REGION,AMR,1981,BTSX,24.4
209,REGION,AMR,1982,BTSX,24.5
210,REGION,AMR,1983,BTSX,24.6
211,REGION,AMR,1984,BTSX,24.7
212,REGION,AMR,1985,BTSX,24.8
213,REGION,AMR,1986,BTSX,24.9
214,REGION,AMR,1987,BTSX,25.0
215,REGION,AMR,1988,BTSX,25.1
216,REGION,AMR,1989,BTSX,25.1
217,REGION,AMR,1990,BTSX,25.2
218,REGION,AMR,1991,BTSX,25.4
219,REGION,AMR,1992,BTSX,25.5
220,REGION,AMR,1993,BTSX,25.6
221,REGION,AMR,1994,BTSX,25.7
222,REGION,AMR,1995,BTSX,25.8
223,REGION,AMR,1996,BTSX,25.9
224,REGION,AMR,1997,BTSX,26.0
225,REGION,AMR,1998,BTSX,26.1
226,REGION,AMR,1999,BTSX,26.2
227,REGION,AMR,2000,BTSX,26.3
228,REGION,AMR,2001,BTSX,26.4
229,REGION,AMR,2002,BTSX,26.5
230,REGION,AMR,2003,BTSX,26.6
231,REGION,AMR,2004,BTSX,26.7
232,REGION,AMR,2005,BTSX,26.8
233,REGION,AMR,2006,BTSX,26.9
234,REGION,AMR,2007,BTSX,26.9
235,REGION,AMR,2008,BTSX,27.0
236,REGION,AMR,2009,BTSX,27.1
237,REGION,AMR,2010,BTSX,27.2
238,REGION,AMR,2011,BTSX,27.3
239,REGION,AMR,2012,BTSX,27.3
240,REGION,AMR,2013,BTSX,27.4
241,REGION,AMR,2014,BTSX,27.5
242,REGION,AMR,2015,BTSX,27.6
243,REGION,AMR,2016,BTSX,27.6
244,REGION,EMR,1975,BTSX,21.9
245,REGION,EMR,1976,BTSX,22.0
246,REGION,EMR,1977,BTSX,22.1
247,REGION,EMR,1978,BTSX,22.2
248,REGION,EMR,1979,BTSX,22.3
249,REGION,EMR,1980,BTSX,22.5
250,REGION,EMR,1981,BTSX,22.6
251,REGION,EMR,1982,BTSX,22.7
252,REGION,EMR,1983,BTSX,22.8
253,REGION,EMR,1984,BTSX,23.0
254,REGION,EMR,1985,BTSX,23.1
255,REGION,EMR,1986,BTSX,23.2
256,REGION,EMR,1987,BTSX,23.3
257,REGION,EMR,1988,BTSX,23.4
258,REGION,EMR,1989,BTSX,23.5
259,REGION,EMR,1990,BTSX,23.7
260,REGION,EMR,1991,BTSX,23.8
261,REGION,EMR,1992,BTSX,23.9
262,REGION,EMR,1993,BTSX,24.0
263,REGION,EMR,1994,BTSX,24.0
264,REGION,EMR,1995,BTSX,24.1
265,REGION,EMR,1996,BTSX,24.3
266,REGION,EMR,1997,BTSX,24.3
267,REGION,EMR,1998,BTSX,24.5
268,REGION,EMR,1999,BTSX,24.6
269,REGION,EMR,2000,BTSX,24.7
270,REGION,EMR,2001,BTSX,24.8
271,REGION,EMR,2002,BTSX,24.8
272,REGION,EMR,2003,BTSX,25.0
273,REGION,EMR,2004,BTSX,25.1
274,REGION,EMR,2005,BTSX,25.1
275,REGION,EMR,2006,BTSX,25.2
276,REGION,EMR,2007,BTSX,25.3
277,REGION,EMR,2008,BTSX,25.4
278,REGION,EMR,2009,BTSX,25.5
279,REGION,EMR,2010,BTSX,25.6
280,REGION,EMR,2011,BTSX,25.7
281,REGION,EMR,2012,BTSX,25.8
282,REGION,EMR,2013,BTSX,25.9
283,REGION,EMR,2014,BTSX,25.9
284,REGION,EMR,2015,BTSX,26.1
285,REGION,EMR,2016,BTSX,26.1
286,REGION,EUR,1975,BTSX,24.4
287,REGION,EUR,1976,BTSX,24.4
288,REGION,EUR,1977,BTSX,24.5
289,REGION,EUR,1978,BTSX,24.5
290,REGION,EUR,1979,BTSX,24.6
291,REGION,EUR,1980,BTSX,24.6
292,REGION,EUR,1981,BTSX,24.7
293,REGION,EUR,1982,BTSX,24.7
294,REGION,EUR,1983,BTSX,24.8
295,REGION,EUR,1984,BTSX,24.8
296,REGION,EUR,1985,BTSX,24.9
297,REGION,EUR,1986,BTSX,24.9
298,REGION,EUR,1987,BTSX,25.0
299,REGION,EUR,1988,BTSX,25.0
300,REGION,EUR,1989,BTSX,25.0
301,REGION,EUR,1990,BTSX,25.1
302,REGION,EUR,1991,BTSX,25.1
303,REGION,EUR,1992,BTSX,25.2
304,REGION,EUR,1993,BTSX,25.2
305,REGION,EUR,1994,BTSX,25.3
306,REGION,EUR,1995,BTSX,25.3
307,REGION,EUR,1996,BTSX,25.4
308,REGION,EUR,1997,BTSX,25.5
309,REGION,EUR,1998,BTSX,25.5
310,REGION,EUR,1999,BTSX,25.6
311,REGION,EUR,2000,BTSX,25.6
312,REGION,EUR,2001,BTSX,25.7
313,REGION,EUR,2002,BTSX,25.8
314,REGION,EUR,2003,BTSX,25.8
315,REGION,EUR,2004,BTSX,25.9
316,REGION,EUR,2005,BTSX,25.9
317,REGION,EUR,2006,BTSX,26.0
318,REGION,EUR,2007,BTSX,26.0
319,REGION,EUR,2008,BTSX,26.1
320,REGION,EUR,2009,BTSX,26.1
321,REGION,EUR,2010,BTSX,26.2
322,REGION,EUR,2011,BTSX,26.2
323,REGION,EUR,2012,BTSX,26.3
324,REGION,EUR,2013,BTSX,26.3
325,REGION,EUR,2014,BTSX,26.3
326,REGION,EUR,2015,BTSX,26.4
327,REGION,EUR,2016,BTSX,26.4
328,REGION,SEAR,1975,BTSX,18.7
329,REGION,SEAR,1976,BTSX,18.8
330,REGION,SEAR,1977,BTSX,18.9
331,REGION,SEAR,1978,BTSX,19.0
332,REGION,SEAR,1979,BTSX,19.1
333,REGION,SEAR,1980,BTSX,19.2
334,REGION,SEAR,1981,BTSX,19.3
335,REGION,SEAR,1982,BTSX,19.4
336,REGION,SEAR,1983,BTSX,19.5
337,REGION,SEAR,1984,BTSX,19.6
338,REGION,SEAR,1985,BTSX,19.7
339,REGION,SEAR,1986,BTSX,19.8
340,REGION,SEAR,1987,BTSX,19.9
341,REGION,SEAR,1988,BTSX,20.0
342,REGION,SEAR,1989,BTSX,20.1
343,REGION,SEAR,1990,BTSX,20.2
344,REGION,SEAR,1991,BTSX,20.2
345,REGION,SEAR,1992,BTSX,20.3
346,REGION,SEAR,1993,BTSX,20.4
347,REGION,SEAR,1994,BTSX,20.5
348,REGION,SEAR,1995,BTSX,20.5
349,REGION,SEAR,1996,BTSX,20.6
350,REGION,SEAR,1997,BTSX,20.7
351,REGION,SEAR,1998,BTSX,20.8
352,REGION,SEAR,1999,BTSX,20.9
353,REGION,SEAR,2000,BTSX,20.9
354,REGION,SEAR,2001,BTSX,21.0
355,REGION,SEAR,2002,BTSX,21.1
356,REGION,SEAR,2003,BTSX,21.2
357,REGION,SEAR,2004,BTSX,21.3
358,REGION,SEAR,2005,BTSX,21.3
359,REGION,SEAR,2006,BTSX,21.4
360,REGION,SEAR,2007,BTSX,21.5
361,REGION,SEAR,2008,BTSX,21.6
362,REGION,SEAR,2009,BTSX,21.6
363,REGION,SEAR,2010,BTSX,21.7
364,REGION,SEAR,2011,BTSX,21.8
365,REGION,SEAR,2012,BTSX,21.9
366,REGION,SEAR,2013,BTSX,21.9
367,REGION,SEAR,2014,BTSX,22.0
368,REGION,SEAR,2015,BTSX,22.1
369,REGION,SEAR,2016,BTSX,22.2
370,REGION,WPR,1975,BTSX,21.0
371,REGION,WPR,1976,BTSX,21.1
372,REGION,WPR,1977,BTSX,21.2
373,REGION,WPR,1978,BTSX,21.2
374,REGION,WPR,1979,BTSX,21.3
375,REGION,WPR,1980,BTSX,21.3
376,REGION,WPR,1981,BTSX,21.4
377,REGION,WPR,1982,BTSX,21.4
378,REGION,WPR,1983,BTSX,21.5
379,REGION,WPR,1984,BTSX,21.6
380,REGION,WPR,1985,BTSX,21.6
381,REGION,WPR,1986,BTSX,21.7
382,REGION,WPR,1987,BTSX,21.7
383,REGION,WPR,1988,BTSX,21.8
384,REGION,WPR,1989,BTSX,21.8
385,REGION,WPR,1990,BTSX,21.9
386,REGION,WPR,1991,BTSX,22.0
387,REGION,WPR,1992,BTSX,22.0
388,REGION,WPR,1993,BTSX,22.1
389,REGION,WPR,1994,BTSX,22.1
390,REGION,WPR,1995,BTSX,22.2
391,REGION,WPR,1996,BTSX,22.2
392,REGION,WPR,1997,BTSX,22.3
393,REGION,WPR,1998,BTSX,22.3
394,REGION,WPR,1999,BTSX,22.4
395,REGION,WPR,2000,BTSX,22.4
396,REGION,WPR,2001,BTSX,22.5
397,REGION,WPR,2002,BTSX,22.5
398,REGION,WPR,2003,BTSX,22.6
399,REGION,WPR,2004,BTSX,22.7
400,REGION,WPR,2005,BTSX,22.7
401,REGION,WPR,2006,BTSX,22.8
402,REGION,WPR,2007,BTSX,22.9
403,REGION,WPR,2008,BTSX,23.0
404,REGION,WPR,2009,BTSX,23.1
405,REGION,WPR,2010,BTSX,23.2
406,REGION,WPR,2011,BTSX,23.2
407,REGION,WPR,2012,BTSX,23.3
408,REGION,WPR,2013,BTSX,23.4
409,REGION,WPR,2014,BTSX,23.5
410,REGION,WPR,2015,BTSX,23.6
411,REGION,WPR,2016,BTSX,23.7
412,WORLDBANKINCOMEGROUP,WB_HI,1975,BTSX,24.1
413,WORLDBANKINCOMEGROUP,WB_HI,1976,BTSX,24.1
414,WORLDBANKINCOMEGROUP,WB_HI,1977,BTSX,24.2
415,WORLDBANKINCOMEGROUP,WB_HI,1978,BTSX,24.2
416,WORLDBANKINCOMEGROUP,WB_HI,1979,BTSX,24.3
417,WORLDBANKINCOMEGROUP,WB_HI,1980,BTSX,24.3
418,WORLDBANKINCOMEGROUP,WB_HI,1981,BTSX,24.4
419,WORLDBANKINCOMEGROUP,WB_HI,1982,BTSX,24.4
420,WORLDBANKINCOMEGROUP,WB_HI,1983,BTSX,24.5
421,WORLDBANKINCOMEGROUP,WB_HI,1984,BTSX,24.6
422,WORLDBANKINCOMEGROUP,WB_HI,1985,BTSX,24.6
423,WORLDBANKINCOMEGROUP,WB_HI,1986,BTSX,24.7
424,WORLDBANKINCOMEGROUP,WB_HI,1987,BTSX,24.8
425,WORLDBANKINCOMEGROUP,WB_HI,1988,BTSX,24.8
426,WORLDBANKINCOMEGROUP,WB_HI,1989,BTSX,24.9
427,WORLDBANKINCOMEGROUP,WB_HI,1990,BTSX,24.9
428,WORLDBANKINCOMEGROUP,WB_HI,1991,BTSX,25.0
429,WORLDBANKINCOMEGROUP,WB_HI,1992,BTSX,25.1
430,WORLDBANKINCOMEGROUP,WB_HI,1993,BTSX,25.2
431,WORLDBANKINCOMEGROUP,WB_HI,1994,BTSX,25.2
432,WORLDBANKINCOMEGROUP,WB_HI,1995,BTSX,25.3
433,WORLDBANKINCOMEGROUP,WB_HI,1996,BTSX,25.4
434,WORLDBANKINCOMEGROUP,WB_HI,1997,BTSX,25.5
435,WORLDBANKINCOMEGROUP,WB_HI,1998,BTSX,25.6
436,WORLDBANKINCOMEGROUP,WB_HI,1999,BTSX,25.6
437,WORLDBANKINCOMEGROUP,WB_HI,2000,BTSX,25.7
438,WORLDBANKINCOMEGROUP,WB_HI,2001,BTSX,25.8
439,WORLDBANKINCOMEGROUP,WB_HI,2002,BTSX,25.9
440,WORLDBANKINCOMEGROUP,WB_HI,2003,BTSX,25.9
441,WORLDBANKINCOMEGROUP,WB_HI,2004,BTSX,26.0
442,WORLDBANKINCOMEGROUP,WB_HI,2005,BTSX,26.1
443,WORLDBANKINCOMEGROUP,WB_HI,2006,BTSX,26.1
444,WORLDBANKINCOMEGROUP,WB_HI,2007,BTSX,26.2
445,WORLDBANKINCOMEGROUP,WB_HI,2008,BTSX,26.3
446,WORLDBANKINCOMEGROUP,WB_HI,2009,BTSX,26.3
447,WORLDBANKINCOMEGROUP,WB_HI,2010,BTSX,26.4
448,WORLDBANKINCOMEGROUP,WB_HI,2011,BTSX,26.4
449,WORLDBANKINCOMEGROUP,WB_HI,2012,BTSX,26.5
450,WORLDBANKINCOMEGROUP,WB_HI,2013,BTSX,26.5
451,WORLDBANKINCOMEGROUP,WB_HI,2014,BTSX,26.6
452,WORLDBANKINCOMEGROUP,WB_HI,2015,BTSX,26.6
453,WORLDBANKINCOMEGROUP,WB_HI,2016,BTSX,26.6
454,WORLDBANKINCOMEGROUP,WB_LI,1975,BTSX,19.0
455,WORLDBANKINCOMEGROUP,WB_LI,1976,BTSX,19.1
456,WORLDBANKINCOMEGROUP,WB_LI,1977,BTSX,19.2
457,WORLDBANKINCOMEGROUP,WB_LI,1978,BTSX,19.3
458,WORLDBANKINCOMEGROUP,WB_LI,1979,BTSX,19.4
459,WORLDBANKINCOMEGROUP,WB_LI,1980,BTSX,19.5
460,WORLDBANKINCOMEGROUP,WB_LI,1981,BTSX,19.6
461,WORLDBANKINCOMEGROUP,WB_LI,1982,BTSX,19.7
462,WORLDBANKINCOMEGROUP,WB_LI,1983,BTSX,19.8
463,WORLDBANKINCOMEGROUP,WB_LI,1984,BTSX,19.9
464,WORLDBANKINCOMEGROUP,WB_LI,1985,BTSX,20.0
465,WORLDBANKINCOMEGROUP,WB_LI,1986,BTSX,20.1
466,WORLDBANKINCOMEGROUP,WB_LI,1987,BTSX,20.2
467,WORLDBANKINCOMEGROUP,WB_LI,1988,BTSX,20.3
468,WORLDBANKINCOMEGROUP,WB_LI,1989,BTSX,20.4
469,WORLDBANKINCOMEGROUP,WB_LI,1990,BTSX,20.5
470,WORLDBANKINCOMEGROUP,WB_LI,1991,BTSX,20.6
471,WORLDBANKINCOMEGROUP,WB_LI,1992,BTSX,20.7
472,WORLDBANKINCOMEGROUP,WB_LI,1993,BTSX,20.8
473,WORLDBANKINCOMEGROUP,WB_LI,1994,BTSX,20.9
474,WORLDBANKINCOMEGROUP,WB_LI,1995,BTSX,20.9
475,WORLDBANKINCOMEGROUP,WB_LI,1996,BTSX,21.0
476,WORLDBANKINCOMEGROUP,WB_LI,1997,BTSX,21.1
477,WORLDBANKINCOMEGROUP,WB_LI,1998,BTSX,21.2
478,WORLDBANKINCOMEGROUP,WB_LI,1999,BTSX,21.3
479,WORLDBANKINCOMEGROUP,WB_LI,2000,BTSX,21.3
480,WORLDBANKINCOMEGROUP,WB_LI,2001,BTSX,21.4
481,WORLDBANKINCOMEGROUP,WB_LI,2002,BTSX,21.5
482,WORLDBANKINCOMEGROUP,WB_LI,2003,BTSX,21.6
483,WORLDBANKINCOMEGROUP,WB_LI,2004,BTSX,21.6
484,WORLDBANKINCOMEGROUP,WB_LI,2005,BTSX,21.7
485,WORLDBANKINCOMEGROUP,WB_LI,2006,BTSX,21.8
486,WORLDBANKINCOMEGROUP,WB_LI,2007,BTSX,21.9
487,WORLDBANKINCOMEGROUP,WB_LI,2008,BTSX,21.9
488,WORLDBANKINCOMEGROUP,WB_LI,2009,BTSX,22.0
489,WORLDBANKINCOMEGROUP,WB_LI,2010,BTSX,22.1
490,WORLDBANKINCOMEGROUP,WB_LI,2011,BTSX,22.1
491,WORLDBANKINCOMEGROUP,WB_LI,2012,BTSX,22.2
492,WORLDBANKINCOMEGROUP,WB_LI,2013,BTSX,22.2
493,WORLDBANKINCOMEGROUP,WB_LI,2014,BTSX,22.3
494,WORLDBANKINCOMEGROUP,WB_LI,2015,BTSX,22.4
495,WORLDBANKINCOMEGROUP,WB_LI,2016,BTSX,22.4
496,WORLDBANKINCOMEGROUP,WB_LMI,1975,BTSX,19.6
497,WORLDBANKINCOMEGROUP,WB_LMI,1976,BTSX,19.7
498,WORLDBANKINCOMEGROUP,WB_LMI,1977,BTSX,19.8
499,WORLDBANKINCOMEGROUP,WB_LMI,1978,BTSX,19.9
500,WORLDBANKINCOMEGROUP,WB_LMI,1979,BTSX,20.0
501,WORLDBANKINCOMEGROUP,WB_LMI,1980,BTSX,20.1
502,WORLDBANKINCOMEGROUP,WB_LMI,1981,BTSX,20.2
503,WORLDBANKINCOMEGROUP,WB_LMI,1982,BTSX,20.2
504,WORLDBANKINCOMEGROUP,WB_LMI,1983,BTSX,20.3
505,WORLDBANKINCOMEGROUP,WB_LMI,1984,BTSX,20.4
506,WORLDBANKINCOMEGROUP,WB_LMI,1985,BTSX,20.5
507,WORLDBANKINCOMEGROUP,WB_LMI,1986,BTSX,20.6
508,WORLDBANKINCOMEGROUP,WB_LMI,1987,BTSX,20.7
509,WORLDBANKINCOMEGROUP,WB_LMI,1988,BTSX,20.8
510,WORLDBANKINCOMEGROUP,WB_LMI,1989,BTSX,20.9
511,WORLDBANKINCOMEGROUP,WB_LMI,1990,BTSX,21.0
512,WORLDBANKINCOMEGROUP,WB_LMI,1991,BTSX,21.0
513,WORLDBANKINCOMEGROUP,WB_LMI,1992,BTSX,21.1
514,WORLDBANKINCOMEGROUP,WB_LMI,1993,BTSX,21.2
515,WORLDBANKINCOMEGROUP,WB_LMI,1994,BTSX,21.3
516,WORLDBANKINCOMEGROUP,WB_LMI,1995,BTSX,21.3
517,WORLDBANKINCOMEGROUP,WB_LMI,1996,BTSX,21.4
518,WORLDBANKINCOMEGROUP,WB_LMI,1997,BTSX,21.5
519,WORLDBANKINCOMEGROUP,WB_LMI,1998,BTSX,21.6
520,WORLDBANKINCOMEGROUP,WB_LMI,1999,BTSX,21.6
521,WORLDBANKINCOMEGROUP,WB_LMI,2000,BTSX,21.7
522,WORLDBANKINCOMEGROUP,WB_LMI,2001,BTSX,21.8
523,WORLDBANKINCOMEGROUP,WB_LMI,2002,BTSX,21.9
524,WORLDBANKINCOMEGROUP,WB_LMI,2003,BTSX,22.0
525,WORLDBANKINCOMEGROUP,WB_LMI,2004,BTSX,22.0
526,WORLDBANKINCOMEGROUP,WB_LMI,2005,BTSX,22.1
527,WORLDBANKINCOMEGROUP,WB_LMI,2006,BTSX,22.2
528,WORLDBANKINCOMEGROUP,WB_LMI,2007,BTSX,22.3
529,WORLDBANKINCOMEGROUP,WB_LMI,2008,BTSX,22.3
530,WORLDBANKINCOMEGROUP,WB_LMI,2009,BTSX,22.4
