,SpatialDimension,Code,TimeDim,SEX,Value
11232,COUNTRY,COK,2001,FMLE,32.0
11233,COUNTRY,COK,2002,FMLE,32.1
11234,COUNTRY,COK,2003,FMLE,32.2
11235,COUNTRY,COK,2004,FMLE,32.3
11236,COUNTRY,COK,2005,FMLE,32.4
11237,COUNTRY,COK,2006,FMLE,32.5
11238,COUNTRY,COK,2007,FMLE,32.6
11239,COUNTRY,COK,2008,FMLE,32.7
11240,COUNTRY,COK,2009,FMLE,32.7
11241,COUNTRY,COK,2010,FMLE,32.8
11242,COUNTRY,COK,2011,FMLE,32.8
11243,COUNTRY,COK,2012,FMLE,32.9
11244,COUNTRY,COK,2013,FMLE,33.0
11245,COUNTRY,COK,2014,FMLE,33.0
11246,COUNTRY,COK,2015,FMLE,33.1
11247,COUNTRY,COK,2016,FMLE,33.1
11248,COUNTRY,CRI,1975,FMLE,22.2
11249,COUNTRY,CRI,1976,FMLE,22.3
11250,COUNTRY,CRI,1977,FMLE,22.5
11251,COUNTRY,CRI,1978,FMLE,22.6
11252,COUNTRY,CRI,1979,FMLE,22.8
11253,COUNTRY,CRI,1980,FMLE,22.9
11254,COUNTRY,CRI,1981,FMLE,23.1
11255,COUNTRY,CRI,1982,FMLE,23.2
11256,COUNTRY,CRI,1983,FMLE,23.4
11257,COUNTRY,CRI,1984,FMLE,23.5
11258,COUNTRY,CRI,1985,FMLE,23.7
11259,COUNTRY,CRI,1986,FMLE,23.8
11260,COUNTRY,CRI,1987,FMLE,24.0
11261,COUNTRY,CRI,1988,FMLE,24.1
11262,COUNTRY,CRI,1989,FMLE,24.3
11263,COUNTRY,CRI,1990,FMLE,24.5
11264,COUNTRY,CRI,1991,FMLE,24.6
11265,COUNTRY,CRI,1992,FMLE,24.8
11266,COUNTRY,CRI,1993,FMLE,25.0
11267,COUNTRY,CRI,1994,FMLE,25.1
11268,COUNTRY,CRI,1995,FMLE,25.3
11269,COUNTRY,CRI,1996,FMLE,25.5
11270,COUNTRY,CRI,1997,FMLE,25.6
11271,COUNTRY,CRI,1998,FMLE,25.8
11272,COUNTRY,CRI,1999,FMLE,25.9
11273,COUNTRY,CRI,2000,FMLE,26.1
11274,COUNTRY,CRI,2001,FMLE,26.2
11275,COUNTRY,CRI,2002,FMLE,26.3
11276,COUNTRY,CRI,2003,FMLE,26.5
11277,COUNTRY,CRI,2004,FMLE,26.6
11278,COUNTRY,CRI,2005,FMLE,26.7
11279,COUNTRY,CRI,2006,FMLE,26.8
11280,COUNTRY,CRI,2007,FMLE,27.0
11281,COUNTRY,CRI,2008,FMLE,27.1
11282,COUNTRY,CRI,2009,FMLE,27.2
11283,COUNTRY,CRI,2010,FMLE,27.3
11284,COUNTRY,CRI,2011,FMLE,27.4
11285,COUNTRY,CRI,2012,FMLE,27.5
11286,COUNTRY,CRI,2013,FMLE,27.6
11287,COUNTRY,CRI,2014,FMLE,27.7
11288,COUNTRY,CRI,2015,FMLE,27.8
11289,COUNTRY,CRI,2016,FMLE,27.9
11290,COUNTRY,CIV,1975,FMLE,20.2
11291,COUNTRY,CIV,1976,FMLE,20.3
11292,COUNTRY,CIV,1977,FMLE,20.5
11293,COUNTRY,CIV,1978,FMLE,20.6
11294,COUNTRY,CIV,1979,FMLE,20.8
11295,COUNTRY,CIV,1980,FMLE,20.9
11296,COUNTRY,CIV,1981,FMLE,21.0
11297,COUNTRY,CIV,1982,FMLE,21.1
11298,COUNTRY,CIV,1983,FMLE,21.2
11299,COUNTRY,CIV,1984,FMLE,21.3
11300,COUNTRY,CIV,1985,FMLE,21.4
11301,COUNTRY,CIV,1986,FMLE,21.5
11302,COUNTRY,CIV,1987,FMLE,21.6
11303,COUNTRY,CIV,1988,FMLE,21.7
11304,COUNTRY,CIV,1989,FMLE,21.8
11305,COUNTRY,CIV,1990,FMLE,21.9
11306,COUNTRY,CIV,1991,FMLE,22.0
11307,COUNTRY,CIV,1992,FMLE,22.1
11308,COUNTRY,CIV,1993,FMLE,22.2
11309,COUNTRY,CIV,1994,FMLE,22.3
11310,COUNTRY,CIV,1995,FMLE,22.4
11311,COUNTRY,CIV,1996,FMLE,22.5
11312,COUNTRY,CIV,1997,FMLE,22.6
11313,COUNTRY,CIV,1998,FMLE,22.7
11314,COUNTRY,CIV,1999,FMLE,22.8
11315,COUNTRY,CIV,2000,FMLE,22.9
11316,COUNTRY,CIV,2001,FMLE,23.1
11317,COUNTRY,CIV,2002,FMLE,23.2
11318,COUNTRY,CIV,2003,FMLE,23.3
11319,COUNTRY,CIV,2004,FMLE,23.4
11320,COUNTRY,CIV,2005,FMLE,23.5
11321,COUNTRY,CIV,2006,FMLE,23.5
11322,COUNTRY,CIV,2007,FMLE,23.6
11323,COUNTRY,CIV,2008,FMLE,23.7
11324,COUNTRY,CIV,2009,FMLE,23.8
11325,COUNTRY,CIV,2010,FMLE,23.8
11326,COUNTRY,CIV,2011,FMLE,23.9
11327,COUNTRY,CIV,2012,FMLE,24.0
11328,COUNTRY,CIV,2013,FMLE,24.0
11329,COUNTRY,CIV,2014,FMLE,24.1
11330,COUNTRY,CIV,2015,FMLE,24.1
11331,COUNTRY,CIV,2016,FMLE,24.2
11332,COUNTRY,HRV,1975,FMLE,23.0
11333,COUNTRY,HRV,1976,FMLE,23.2
11334,COUNTRY,HRV,1977,FMLE,23.3
11335,COUNTRY,HRV,1978,FMLE,23.4
11336,COUNTRY,HRV,1979,FMLE,23.5
11337,COUNTRY,HRV,1980,FMLE,23.6
11338,COUNTRY,HRV,1981,FMLE,23.7
11339,COUNTRY,HRV,1982,FMLE,23.8
11340,COUNTRY,HRV,1983,FMLE,23.8
11341,COUNTRY,HRV,1984,FMLE,23.9
11342,COUNTRY,HRV,1985,FMLE,24.0
11343,COUNTRY,HRV,1986,FMLE,24.1
11344,COUNTRY,HRV,1987,FMLE,24.1
11345,COUNTRY,HRV,1988,FMLE,24.2
11346,COUNTRY,HRV,1989,FMLE,24.3
11347,COUNTRY,HRV,1990,FMLE,24.3
11348,COUNTRY,HRV,1991,FMLE,24.4
11349,COUNTRY,HRV,1992,FMLE,24.4
11350,COUNTRY,HRV,1993,FMLE,24.5
11351,COUNTRY,HRV,1994,FMLE,24.5
11352,COUNTRY,HRV,1995,FMLE,24.6
11353,COUNTRY,HRV,1996,FMLE,24.7
11354,COUNTRY,HRV,1997,FMLE,24.8
11355,COUNTRY,HRV,1998,FMLE,24.8
11356,COUNTRY,HRV,1999,FMLE,24.9
11357,COUNTRY,HRV,2000,FMLE,25.0
11358,COUNTRY,HRV,2001,FMLE,25.1
11359,COUNTRY,HRV,2002,FMLE,25.2
11360,COUNTRY,HRV,2003,FMLE,25.3
11361,COUNTRY,HRV,2004,FMLE,25.4
11362,COUNTRY,HRV,2005,FMLE,25.5
11363,COUNTRY,HRV,2006,FMLE,25.6
11364,COUNTRY,HRV,2007,FMLE,25.7
11365,COUNTRY,HRV,2008,FMLE,25.8
11366,COUNTRY,HRV,2009,FMLE,26.0
11367,COUNTRY,HRV,2010,FMLE,26.1
11368,COUNTRY,HRV,2011,FMLE,26.2
11369,COUNTRY,HRV,2012,FMLE,26.3
11370,COUNTRY,HRV,2013,FMLE,26.4
11371,COUNTRY,HRV,2014,FMLE,26.5
11372,COUNTRY,HRV,2015,FMLE,26.6
11373,COUNTRY,HRV,2016,FMLE,26.8
11374,COUNTRY,CUB,1975,FMLE,23.2
11375,COUNTRY,CUB,1976,FMLE,23.3
11376,COUNTRY,CUB,1977,FMLE,23.4
11377,COUNTRY,CUB,1978,FMLE,23.5
11378,COUNTRY,CUB,1979,FMLE,23.6
11379,COUNTRY,CUB,1980,FMLE,23.7
11380,COUNTRY,CUB,1981,FMLE,23.8
11381,COUNTRY,CUB,1982,FMLE,23.8
11382,COUNTRY,CUB,1983,FMLE,23.9
11383,COUNTRY,CUB,1984,FMLE,24.0
11384,COUNTRY,CUB,1985,FMLE,24.1
11385,COUNTRY,CUB,1986,FMLE,24.2
11386,COUNTRY,CUB,1987,FMLE,24.2
11387,COUNTRY,CUB,1988,FMLE,24.3
11388,COUNTRY,CUB,1989,FMLE,24.4
11389,COUNTRY,CUB,1990,FMLE,24.5
11390,COUNTRY,CUB,1991,FMLE,24.5
11391,COUNTRY,CUB,1992,FMLE,24.6
11392,COUNTRY,CUB,1993,FMLE,24.7
11393,COUNTRY,CUB,1994,FMLE,24.7
11394,COUNTRY,CUB,1995,FMLE,24.8
11395,COUNTRY,CUB,1996,FMLE,24.9
11396,COUNTRY,CUB,1997,FMLE,24.9
11397,COUNTRY,CUB,1998,FMLE,25.0
11398,COUNTRY,CUB,1999,FMLE,25.1
11399,COUNTRY,CUB,2000,FMLE,25.1
11400,COUNTRY,CUB,2001,FMLE,25.2
11401,COUNTRY,CUB,2002,FMLE,25.3
11402,COUNTRY,CUB,2003,FMLE,25.3
11403,COUNTRY,CUB,2004,FMLE,25.4
11404,COUNTRY,CUB,2005,FMLE,25.4
11405,COUNTRY,CUB,2006,FMLE,25.5
11406,COUNTRY,CUB,2007,FMLE,25.5
11407,COUNTRY,CUB,2008,FMLE,25.6
11408,COUNTRY,CUB,2009,FMLE,25.7
11409,COUNTRY,CUB,2010,FMLE,25.7
11410,COUNTRY,CUB,2011,FMLE,25.8
11411,COUNTRY,CUB,2012,FMLE,25.8
11412,COUNTRY,CUB,2013,FMLE,25.9
11413,COUNTRY,CUB,2014,FMLE,25.9
11414,COUNTRY,CUB,2015,FMLE,26.0
11415,COUNTRY,CUB,2016,FMLE,26.0
11416,COUNTRY,CYP,1975,FMLE,23.3
11417,COUNTRY,CYP,1976,FMLE,23.4
11418,COUNTRY,CYP,1977,FMLE,23.6
11419,COUNTRY,CYP,1978,FMLE,23.7
11420,COUNTRY,CYP,1979,FMLE,23.9
11421,COUNTRY,CYP,1980,FMLE,24.0
11422,COUNTRY,CYP,1981,FMLE,24.2
11423,COUNTRY,CYP,1982,FMLE,24.3
11424,COUNTRY,CYP,1983,FMLE,24.4
11425,COUNTRY,CYP,1984,FMLE,24.6
11426,COUNTRY,CYP,1985,FMLE,24.7
11427,COUNTRY,CYP,1986,FMLE,24.8
11428,COUNTRY,CYP,1987,FMLE,24.9
11429,COUNTRY,CYP,1988,FMLE,25.0
11430,COUNTRY,CYP,1989,FMLE,25.1
11431,COUNTRY,CYP,1990,FMLE,25.1
11432,COUNTRY,CYP,1991,FMLE,25.2
11433,COUNTRY,CYP,1992,FMLE,25.3
11434,COUNTRY,CYP,1993,FMLE,25.3
11435,COUNTRY,CYP,1994,FMLE,25.4
11436,COUNTRY,CYP,1995,FMLE,25.5
11437,COUNTRY,CYP,1996,FMLE,25.5
11438,COUNTRY,CYP,1997,FMLE,25.6
11439,COUNTRY,CYP,1998,FMLE,25.6
11440,COUNTRY,CYP,1999,FMLE,25.7
11441,COUNTRY,CYP,2000,FMLE,25.8
11442,COUNTRY,CYP,2001,FMLE,25.8
11443,COUNTRY,CYP,2002,FMLE,25.8
11444,COUNTRY,CYP,2003,FMLE,25.9
11445,COUNTRY,CYP,2004,FMLE,25.9
11446,COUNTRY,CYP,2005,FMLE,25.9
11447,COUNTRY,CYP,2006,FMLE,26.0
11448,COUNTRY,CYP,2007,FMLE,26.0
11449,COUNTRY,CYP,2008,FMLE,26.0
11450,COUNTRY,CYP,2009,FMLE,26.0
11451,COUNTRY,CYP,2010,FMLE,26.0
11452,COUNTRY,CYP,2011,FMLE,26.0
11453,COUNTRY,CYP,2012,FMLE,26.0
11454,COUNTRY,CYP,2013,FMLE,26.0
11455,COUNTRY,CYP,2014,FMLE,26.0
11456,COUNTRY,CYP,2015,FMLE,26.0
11457,COUNTRY,CYP,2016,FMLE,26.0
11458,COUNTRY,CZE,1975,FMLE,26.3
11459,COUNTRY,CZE,1976,FMLE,26.3
11460,COUNTRY,CZE,1977,FMLE,26.4
11461,COUNTRY,CZE,1978,FMLE,26.4
11462,COUNTRY,CZE,1979,FMLE,26.4
11463,COUNTRY,CZE,1980,FMLE,26.5
11464,COUNTRY,CZE,1981,FMLE,26.5
11465,COUNTRY,CZE,1982,FMLE,26.5
11466,COUNTRY,CZE,1983,FMLE,26.5
11467,COUNTRY,CZE,1984,FMLE,26.5
11468,COUNTRY,CZE,1985,FMLE,26.5
11469,COUNTRY,CZE,1986,FMLE,26.5
11470,COUNTRY,CZE,1987,FMLE,26.4
11471,COUNTRY,CZE,1988,FMLE,26.4
11472,COUNTRY,CZE,1989,FMLE,26.4
11473,COUNTRY,CZE,1990,FMLE,26.3
11474,COUNTRY,CZE,1991,FMLE,26.3
11475,COUNTRY,CZE,1992,FMLE,26.3
11476,COUNTRY,CZE,1993,FMLE,26.2
11477,COUNTRY,CZE,1994,FMLE,26.2
11478,COUNTRY,CZE,1995,FMLE,26.2
11479,COUNTRY,CZE,1996,FMLE,26.1
11480,COUNTRY,CZE,1997,FMLE,26.1
11481,COUNTRY,CZE,1998,FMLE,26.1
11482,COUNTRY,CZE,1999,FMLE,26.1
11483,COUNTRY,CZE,2000,FMLE,26.1
11484,COUNTRY,CZE,2001,FMLE,26.0
11485,COUNTRY,CZE,2002,FMLE,26.0
11486,COUNTRY,CZE,2003,FMLE,26.0
11487,COUNTRY,CZE,2004,FMLE,26.0
11488,COUNTRY,CZE,2005,FMLE,26.0
11489,COUNTRY,CZE,2006,FMLE,26.0
11490,COUNTRY,CZE,2007,FMLE,26.1
11491,COUNTRY,CZE,2008,FMLE,26.1
11492,COUNTRY,CZE,2009,FMLE,26.1
11493,COUNTRY,CZE,2010,FMLE,26.1
11494,COUNTRY,CZE,2011,FMLE,26.1
11495,COUNTRY,CZE,2012,FMLE,26.1
11496,COUNTRY,CZE,2013,FMLE,26.1
11497,COUNTRY,CZE,2014,FMLE,26.1
11498,COUNTRY,CZE,2015,FMLE,26.2
11499,COUNTRY,CZE,2016,FMLE,26.2
11500,COUNTRY,DNK,1975,FMLE,24.3
11501,COUNTRY,DNK,1976,FMLE,24.3
11502,COUNTRY,DNK,1977,FMLE,24.3
11503,COUNTRY,DNK,1978,FMLE,24.3
11504,COUNTRY,DNK,1979,FMLE,24.2
11505,COUNTRY,DNK,1980,FMLE,24.2
11506,COUNTRY,DNK,1981,FMLE,24.2
11507,COUNTRY,DNK,1982,FMLE,24.2
11508,COUNTRY,DNK,1983,FMLE,24.2
11509,COUNTRY,DNK,1984,FMLE,24.2
11510,COUNTRY,DNK,1985,FMLE,24.2
11511,COUNTRY,DNK,1986,FMLE,24.2
11512,COUNTRY,DNK,1987,FMLE,24.2
11513,COUNTRY,DNK,1988,FMLE,24.2
11514,COUNTRY,DNK,1989,FMLE,24.2
11515,COUNTRY,DNK,1990,FMLE,24.2
11516,COUNTRY,DNK,1991,FMLE,24.2
11517,COUNTRY,DNK,1992,FMLE,24.2
11518,COUNTRY,DNK,1993,FMLE,24.2
11519,COUNTRY,DNK,1994,FMLE,24.2
11520,COUNTRY,DNK,1995,FMLE,24.2
11521,COUNTRY,DNK,1996,FMLE,24.3
11522,COUNTRY,DNK,1997,FMLE,24.3
11523,COUNTRY,DNK,1998,FMLE,24.3
11524,COUNTRY,DNK,1999,FMLE,24.3
11525,COUNTRY,DNK,2000,FMLE,24.3
11526,COUNTRY,DNK,2001,FMLE,24.4
11527,COUNTRY,DNK,2002,FMLE,24.4
11528,COUNTRY,DNK,2003,FMLE,24.4
11529,COUNTRY,DNK,2004,FMLE,24.4
11530,COUNTRY,DNK,2005,FMLE,24.4
11531,COUNTRY,DNK,2006,FMLE,24.4
11532,COUNTRY,DNK,2007,FMLE,24.4
11533,COUNTRY,DNK,2008,FMLE,24.4
11534,COUNTRY,DNK,2009,FMLE,24.4
11535,COUNTRY,DNK,2010,FMLE,24.4
11536,COUNTRY,DNK,2011,FMLE,24.4
11537,COUNTRY,DNK,2012,FMLE,24.4
11538,COUNTRY,DNK,2013,FMLE,24.4
11539,COUNTRY,DNK,2014,FMLE,24.4
11540,COUNTRY,DNK,2015,FMLE,24.4
11541,COUNTRY,DNK,2016,FMLE,24.4
11542,COUNTRY,DJI,1975,FMLE,22.5
11543,COUNTRY,DJI,1976,FMLE,22.6
11544,COUNTRY,DJI,1977,FMLE,22.7
11545,COUNTRY,DJI,1978,FMLE,22.8
11546,COUNTRY,DJI,1979,FMLE,22.9
11547,COUNTRY,DJI,1980,FMLE,23.0
11548,COUNTRY,DJI,1981,FMLE,23.1
11549,COUNTRY,DJI,1982,FMLE,23.2
11550,COUNTRY,DJI,1983,FMLE,23.3
11551,COUNTRY,DJI,1984,FMLE,23.4
11552,COUNTRY,DJI,1985,FMLE,23.4
11553,COUNTRY,DJI,1986,FMLE,23.5
11554,COUNTRY,DJI,1987,FMLE,23.6
11555,COUNTRY,DJI,1988,FMLE,23.6
11556,COUNTRY,DJI,1989,FMLE,23.7
11557,COUNTRY,DJI,1990,FMLE,23.7
11558,COUNTRY,DJI,1991,FMLE,23.8
11559,COUNTRY,DJI,1992,FMLE,23.8
11560,COUNTRY,DJI,1993,FMLE,23.9
11561,COUNTRY,DJI,1994,FMLE,23.9
11562,COUNTRY,DJI,1995,FMLE,24.0
11563,COUNTRY,DJI,1996,FMLE,24.0
11564,COUNTRY,DJI,1997,FMLE,24.0
11565,COUNTRY,DJI,1998,FMLE,24.1
11566,COUNTRY,DJI,1999,FMLE,24.1
11567,COUNTRY,DJI,2000,FMLE,24.1
11568,COUNTRY,DJI,2001,FMLE,24.2
11569,COUNTRY,DJI,2002,FMLE,24.2
11570,COUNTRY,DJI,2003,FMLE,24.2
11571,COUNTRY,DJI,2004,FMLE,24.3
11572,COUNTRY,DJI,2005,FMLE,24.3
11573,COUNTRY,DJI,2006,FMLE,24.3
11574,COUNTRY,DJI,2007,FMLE,24.4
11575,COUNTRY,DJI,2008,FMLE,24.4
11576,COUNTRY,DJI,2009,FMLE,24.4
11577,COUNTRY,DJI,2010,FMLE,24.4
11578,COUNTRY,DJI,2011,FMLE,24.5
11579,COUNTRY,DJI,2012,FMLE,24.5
11580,COUNTRY,DJI,2013,FMLE,24.5
11581,COUNTRY,DJI,2014,FMLE,24.6
11582,COUNTRY,DJI,2015,FMLE,24.6
11583,COUNTRY,DJI,2016,FMLE,24.6
11584,COUNTRY,DMA,1975,FMLE,23.9
11585,COUNTRY,DMA,1976,FMLE,24.0
11586,COUNTRY,DMA,1977,FMLE,24.2
11587,COUNTRY,DMA,1978,FMLE,24.3
11588,COUNTRY,DMA,1979,FMLE,24.4
11589,COUNTRY,DMA,1980,FMLE,24.6
11590,COUNTRY,DMA,1981,FMLE,24.7
11591,COUNTRY,DMA,1982,FMLE,24.9
11592,COUNTRY,DMA,1983,FMLE,25.0
11593,COUNTRY,DMA,1984,FMLE,25.2
11594,COUNTRY,DMA,1985,FMLE,25.4
11595,COUNTRY,DMA,1986,FMLE,25.5
11596,COUNTRY,DMA,1987,FMLE,25.7
11597,COUNTRY,DMA,1988,FMLE,25.9
11598,COUNTRY,DMA,1989,FMLE,26.0
11599,COUNTRY,DMA,1990,FMLE,26.2
11600,COUNTRY,DMA,1991,FMLE,26.4
11601,COUNTRY,DMA,1992,FMLE,26.5
11602,COUNTRY,DMA,1993,FMLE,26.6
11603,COUNTRY,DMA,1994,FMLE,26.8
11604,COUNTRY,DMA,1995,FMLE,26.9
11605,COUNTRY,DMA,1996,FMLE,27.0
11606,COUNTRY,DMA,1997,FMLE,27.1
11607,COUNTRY,DMA,1998,FMLE,27.2
11608,COUNTRY,DMA,1999,FMLE,27.3
11609,COUNTRY,DMA,2000,FMLE,27.4
11610,COUNTRY,DMA,2001,FMLE,27.5
11611,COUNTRY,DMA,2002,FMLE,27.6
11612,COUNTRY,DMA,2003,FMLE,27.7
11613,COUNTRY,DMA,2004,FMLE,27.8
11614,COUNTRY,DMA,2005,FMLE,27.9
11615,COUNTRY,DMA,2006,FMLE,28.0
11616,COUNTRY,DMA,2007,FMLE,28.1
11617,COUNTRY,DMA,2008,FMLE,28.2
11618,COUNTRY,DMA,2009,FMLE,28.3
11619,COUNTRY,DMA,2010,FMLE,28.4
11620,COUNTRY,DMA,2011,FMLE,28.5
11621,COUNTRY,DMA,2012,FMLE,28.6
11622,COUNTRY,DMA,2013,FMLE,28.7
11623,COUNTRY,DMA,2014,FMLE,28.8
11624,COUNTRY,DMA,2015,FMLE,28.9
11625,COUNTRY,DMA,2016,FMLE,29.0
11626,COUNTRY,DOM,1975,FMLE,22.1
11627,COUNTRY,DOM,1976,FMLE,22.3
11628,COUNTRY,DOM,1977,FMLE,22.5
11629,COUNTRY,DOM,1978,FMLE,22.6
11630,COUNTRY,DOM,1979,FMLE,22.8
11631,COUNTRY,DOM,1980,FMLE,23.0
11632,COUNTRY,DOM,1981,FMLE,23.1
11633,COUNTRY,DOM,1982,FMLE,23.3
11634,COUNTRY,DOM,1983,FMLE,23.4
11635,COUNTRY,DOM,1984,FMLE,23.5
11636,COUNTRY,DOM,1985,FMLE,23.7
11637,COUNTRY,DOM,1986,FMLE,23.8
11638,COUNTRY,DOM,1987,FMLE,23.9
11639,COUNTRY,DOM,1988,FMLE,24.0
11640,COUNTRY,DOM,1989,FMLE,24.1
11641,COUNTRY,DOM,1990,FMLE,24.3
11642,COUNTRY,DOM,1991,FMLE,24.4
11643,COUNTRY,DOM,1992,FMLE,24.5
11644,COUNTRY,DOM,1993,FMLE,24.6
11645,COUNTRY,DOM,1994,FMLE,24.7
11646,COUNTRY,DOM,1995,FMLE,24.9
11647,COUNTRY,DOM,1996,FMLE,25.0
11648,COUNTRY,DOM,1997,FMLE,25.1
11649,COUNTRY,DOM,1998,FMLE,25.3
11650,COUNTRY,DOM,1999,FMLE,25.4
11651,COUNTRY,DOM,2000,FMLE,25.5
11652,COUNTRY,DOM,2001,FMLE,25.6
11653,COUNTRY,DOM,2002,FMLE,25.8
11654,COUNTRY,DOM,2003,FMLE,25.9
11655,COUNTRY,DOM,2004,FMLE,26.0
11656,COUNTRY,DOM,2005,FMLE,26.1
11657,COUNTRY,DOM,2006,FMLE,26.3
11658,COUNTRY,DOM,2007,FMLE,26.4
11659,COUNTRY,DOM,2008,FMLE,26.5
11660,COUNTRY,DOM,2009,FMLE,26.6
11661,COUNTRY,DOM,2010,FMLE,26.7
11662,COUNTRY,DOM,2011,FMLE,26.8
11663,COUNTRY,DOM,2012,FMLE,26.9
11664,COUNTRY,DOM,2013,FMLE,27.1
11665,COUNTRY,DOM,2014,FMLE,27.2
11666,COUNTRY,DOM,2015,FMLE,27.3
11667,COUNTRY,DOM,2016,FMLE,27.4
11668,COUNTRY,COD,1975,FMLE,18.6
11669,COUNTRY,COD,1976,FMLE,18.7
11670,COUNTRY,COD,1977,FMLE,18.8
11671,COUNTRY,COD,1978,FMLE,18.9
11672,COUNTRY,COD,1979,FMLE,19.0
11673,COUNTRY,COD,1980,FMLE,19.1
11674,COUNTRY,COD,1981,FMLE,19.2
11675,COUNTRY,COD,1982,FMLE,19.3
11676,COUNTRY,COD,1983,FMLE,19.4
11677,COUNTRY,COD,1984,FMLE,19.5
11678,COUNTRY,COD,1985,FMLE,19.6
11679,COUNTRY,COD,1986,FMLE,19.7
11680,COUNTRY,COD,1987,FMLE,19.8
11681,COUNTRY,COD,1988,FMLE,19.9
11682,COUNTRY,COD,1989,FMLE,20.0
11683,COUNTRY,COD,1990,FMLE,20.1
11684,COUNTRY,COD,1991,FMLE,20.2
11685,COUNTRY,COD,1992,FMLE,20.3
11686,COUNTRY,COD,1993,FMLE,20.4
11687,COUNTRY,COD,1994,FMLE,20.5
11688,COUNTRY,COD,1995,FMLE,20.6
11689,COUNTRY,COD,1996,FMLE,20.7
11690,COUNTRY,COD,1997,FMLE,20.8
11691,COUNTRY,COD,1998,FMLE,20.9
11692,COUNTRY,COD,1999,FMLE,21.0
11693,COUNTRY,COD,2000,FMLE,21.1
11694,COUNTRY,COD,2001,FMLE,21.2
11695,COUNTRY,COD,2002,FMLE,21.3
11696,COUNTRY,COD,2003,FMLE,21.4
11697,COUNTRY,COD,2004,FMLE,21.5
11698,COUNTRY,COD,2005,FMLE,21.6
11699,COUNTRY,COD,2006,FMLE,21.7
11700,COUNTRY,COD,2007,FMLE,21.8
11701,COUNTRY,COD,2008,FMLE,21.9
11702,COUNTRY,COD,2009,FMLE,22.0
11703,COUNTRY,COD,2010,FMLE,22.1
11704,COUNTRY,COD,2011,FMLE,22.2
11705,COUNTRY,COD,2012,FMLE,22.3
11706,COUNTRY,COD,2013,FMLE,22.4
11707,COUNTRY,COD,2014,FMLE,22.5
11708,COUNTRY,COD,2015,FMLE,22.6
11709,COUNTRY,COD,2016,FMLE,22.6
11710,COUNTRY,ECU,1975,FMLE,22.4
11711,COUNTRY,ECU,1976,FMLE,22.5
11712,COUNTRY,ECU,1977,FMLE,22.7
11713,COUNTRY,ECU,1978,FMLE,22.8
11714,COUNTRY,ECU,1979,FMLE,23.0
11715,COUNTRY,ECU,1980,FMLE,23.1
11716,COUNTRY,ECU,1981,FMLE,23.3
11717,COUNTRY,ECU,1982,FMLE,23.4
11718,COUNTRY,ECU,1983,FMLE,23.6
11719,COUNTRY,ECU,1984,FMLE,23.7
11720,COUNTRY,ECU,1985,FMLE,23.9
11721,COUNTRY,ECU,1986,FMLE,24.0
11722,COUNTRY,ECU,1987,FMLE,24.1
11723,COUNTRY,ECU,1988,FMLE,24.3
11724,COUNTRY,ECU,1989,FMLE,24.4
11725,COUNTRY,ECU,1990,FMLE,24.6
11726,COUNTRY,ECU,1991,FMLE,24.7
11727,COUNTRY,ECU,1992,FMLE,24.8
11728,COUNTRY,ECU,1993,FMLE,25.0
11729,COUNTRY,ECU,1994,FMLE,25.1
11730,COUNTRY,ECU,1995,FMLE,25.2
11731,COUNTRY,ECU,1996,FMLE,25.4
11732,COUNTRY,ECU,1997,FMLE,25.5
11733,COUNTRY,ECU,1998,FMLE,25.6
11734,COUNTRY,ECU,1999,FMLE,25.7
11735,COUNTRY,ECU,2000,FMLE,25.9
11736,COUNTRY,ECU,2001,FMLE,26.0
11737,COUNTRY,ECU,2002,FMLE,26.1
11738,COUNTRY,ECU,2003,FMLE,26.2
11739,COUNTRY,ECU,2004,FMLE,26.3
11740,COUNTRY,ECU,2005,FMLE,26.5
11741,COUNTRY,ECU,2006,FMLE,26.6
11742,COUNTRY,ECU,2007,FMLE,26.7
11743,COUNTRY,ECU,2008,FMLE,26.8
11744,COUNTRY,ECU,2009,FMLE,27.0
11745,COUNTRY,ECU,2010,FMLE,27.1
11746,COUNTRY,ECU,2011,FMLE,27.2
11747,COUNTRY,ECU,2012,FMLE,27.3
11748,COUNTRY,ECU,2013,FMLE,27.5
11749,COUNTRY,ECU,2014,FMLE,27.6
11750,COUNTRY,ECU,2015,FMLE,27.7
11751,COUNTRY,ECU,2016,FMLE,27.9
11752,COUNTRY,EGY,1975,FMLE,25.1
11753,COUNTRY,EGY,1976,FMLE,25.2
11754,COUNTRY,EGY,1977,FMLE,25.4
11755,COUNTRY,EGY,1978,FMLE,25.5
11756,COUNTRY,EGY,1979,FMLE,25.7
11757,COUNTRY,EGY,1980,FMLE,25.8
11758,COUNTRY,EGY,1981,FMLE,26.0
11759,COUNTRY,EGY,1982,FMLE,26.1
11760,COUNTRY,EGY,1983,FMLE,26.3
11761,COUNTRY,EGY,1984,FMLE,26.4
11762,COUNTRY,EGY,1985,FMLE,26.6
11763,COUNTRY,EGY,1986,FMLE,26.7
11764,COUNTRY,EGY,1987,FMLE,26.8
11765,COUNTRY,EGY,1988,FMLE,27.0
11766,COUNTRY,EGY,1989,FMLE,27.1
11767,COUNTRY,EGY,1990,FMLE,27.3
11768,COUNTRY,EGY,1991,FMLE,27.4
11769,COUNTRY,EGY,1992,FMLE,27.6
11770,COUNTRY,EGY,1993,FMLE,27.7
