ISO3 Alpha-code,Year,darmani*
URY,2014,68.12
BTN,2014,69.01
SYC,2014,69.42
POL,2014,69.94
AUS,2014,70.16
ESP,2014,70.26
FRA,2014,70.33
BIH,2014,70.37
COL,2014,70.4
SVN,2014,70.52
WSM,2014,70.58
CAN,2014,70.59
ARE,2014,70.98
IRL,2014,71.01
CRI,2014,71.02
AND,2014,71.27
SAU,2014,71.37
KAZ,2014,71.72
DZA,2014,72.01
AUT,2014,72.52
NRU,2014,73.54
EST,2014,74.52
ITA,2014,75.42
THA,2014,75.68
BEL,2014,76.37
DEU,2014,77.02
NZL,2014,77.43
TUR,2014,77.61
ROU,2014,78.88
SVK,2014,79.33
FIN,2014,79.56
LBR,2014,8.97
GBR,2014,80.45
ISL,2014,80.49
MCO,2014,81.0
TUV,2014,82.22
CZE,2014,82.57
KIR,2014,82.83
SWE,2014,84.03
HRV,2014,84.04
JPN,2014,84.12
LUX,2014,84.26
DNK,2014,84.44
KWT,2014,84.59
COK,2014,85.17
NOR,2014,85.29
QAT,2014,86.74
SMR,2014,87.57
OMN,2014,89.94
CUB,2014,90.25
BRN,2014,92.67
HTI,2013,11.58
COM,2013,12.93
CMR,2013,13.23
ARM,2013,13.33
COD,2013,13.97
GIN,2013,14.12
NGA,2013,14.3
ERI,2013,15.57
NPL,2013,16.34
SDN,2013,16.54
UGA,2013,16.85
MWI,2013,18.02
BDI,2013,18.05
MMR,2013,18.87
BGD,2013,19.05
CIV,2013,19.58
YEM,2013,19.75
KHM,2013,19.98
TGO,2013,20.07
MLI,2013,20.58
CAF,2013,20.62
GNQ,2013,22.78
FSM,2013,22.86
IND,2013,23.07
GEO,2013,23.56
MOZ,2013,24.79
TZA,2013,25.51
PHL,2013,26.21
PAK,2013,26.52
SEN,2013,26.69
BEN,2013,26.75
ETH,2013,26.99
GMB,2013,27.69
ZMB,2013,27.92
TCD,2013,28.25
ZWE,2013,28.38
IDN,2013,28.47
TKM,2013,28.54
BFA,2013,28.98
TJK,2013,29.09
EGY,2013,29.26
LAO,2013,29.7
NER,2013,30.01
RWA,2013,32.07
CHE,2013,32.79
STP,2013,33.54
KEN,2013,33.68
MDG,2013,34.88
AZE,2013,35.01
MRT,2013,37.76
KNA,2013,38.05
GTM,2013,38.37
PLW,2013,38.46
IRN,2013,38.49
VEN,2013,38.54
LBR,2013,4.13
LCA,2013,40.23
GHA,2013,40.46
GRD,2013,40.49
IRQ,2013,40.66
ALB,2013,41.1
HND,2013,41.21
SGP,2013,41.7
MUS,2013,41.8
UZB,2013,41.99
SUR,2013,42.11
PRY,2013,43.74
LBN,2013,44.15
MAR,2013,44.28
BRA,2013,44.52
SWZ,2013,44.59
LKA,2013,45.42
CYP,2013,45.56
BHS,2013,45.66
NAM,2013,46.13
MDA,2013,46.7
VNM,2013,47.11
CHL,2013,47.65
UKR,2013,48.1
COG,2013,48.19
KGZ,2013,48.21
LSO,2013,48.92
MHL,2013,49.29
USA,2013,49.52
GUY,2013,49.66
AFG,2013,5.03
NIC,2013,50.65
BRB,2013,50.78
VUT,2013,51.12
ZAF,2013,51.15
TTO,2013,51.51
TLS,2013,52.1
SLV,2013,52.62
MDV,2013,52.72
MEX,2013,53.75
MYS,2013,53.91
NRU,2013,54.32
PER,2013,55.85
MNG,2013,55.87
ATG,2013,56.08
ECU,2013,56.24
DOM,2013,56.51
BGR,2013,56.56
CHN,2013,57.05
CPV,2013,57.77
MNE,2013,57.81
KOR,2013,57.84
FJI,2013,58.48
BOL,2013,58.52
TUN,2013,59.09
SRB,2013,59.86
JAM,2013,59.99
SLE,2013,6.97
LVA,2013,60.01
SLB,2013,60.57
DMA,2013,61.36
GRC,2013,61.39
JOR,2013,61.55
DJI,2013,61.89
AGO,2013,62.03
PRT,2013,62.29
RUS,2013,62.38
PAN,2013,62.53
BLR,2013,62.66
VCT,2013,63.07
ISR,2013,63.42
ARG,2013,63.6
BWA,2013,63.93
GAB,2013,64.17
WSM,2013,64.78
BHR,2013,65.18
LTU,2013,65.59
MKD,2013,65.65
HUN,2013,66.21
PNG,2013,66.21
URY,2013,66.44
BLZ,2013,66.67
MLT,2013,67.56
AUS,2013,67.73
BTN,2013,68.88
TUV,2013,68.97
NLD,2013,69.01
KAZ,2013,69.36
SAU,2013,69.59
BIH,2013,69.71
TON,2013,69.84
COL,2013,69.86
GNB,2013,7.84
AND,2013,70.3
FRA,2013,70.3
POL,2013,70.3
SVN,2013,70.3
IRL,2013,70.59
CAN,2013,70.74
CRI,2013,71.0
ESP,2013,71.01
DZA,2013,71.05
SYC,2013,71.08
NIU,2013,71.92
ARE,2013,71.97
AUT,2013,72.17
SVK,2013,73.31
EST,2013,75.46
ITA,2013,75.76
THA,2013,75.95
BEL,2013,76.19
DEU,2013,76.42
NZL,2013,77.64
TUR,2013,78.35
ROU,2013,78.95
FIN,2013,79.46
ISL,2013,80.23
GBR,2013,80.41
MCO,2013,81.12
KIR,2013,82.2
CZE,2013,83.41
LUX,2013,83.86
KWT,2013,83.97
SWE,2013,84.02
QAT,2013,84.17
JPN,2013,84.26
COK,2013,84.36
DNK,2013,84.46
NOR,2013,85.02
HRV,2013,85.05
OMN,2013,87.55
CUB,2013,87.61
SMR,2013,88.57
BRN,2013,90.59
MLI,2012,11.02
GIN,2012,14.68
UGA,2012,15.14
COM,2012,15.37
MWI,2012,15.88
CAF,2012,15.89
COD,2012,16.13
NGA,2012,16.2
CMR,2012,16.28
CIV,2012,16.85
MMR,2012,17.22
ARM,2012,17.28
NPL,2012,17.52
KHM,2012,19.37
GEO,2012,19.44
BGD,2012,19.95
FSM,2012,20.96
ERI,2012,20.98
LAO,2012,21.03
BEN,2012,21.87
BFA,2012,23.13
TZA,2012,23.43
ETH,2012,23.5
YEM,2012,23.89
MOZ,2012,24.04
NER,2012,24.14
TCD,2012,24.55
TGO,2012,25.14
RWA,2012,25.36
SDN,2012,26.25
PHL,2012,26.29
IDN,2012,26.33
TKM,2012,26.73
TJK,2012,26.88
PAK,2012,27.87
IND,2012,27.99
GMB,2012,28.26
SEN,2012,28.57
EGY,2012,28.71
ZWE,2012,28.89
BDI,2012,31.31
KEN,2012,32.41
STP,2012,32.58
ZMB,2012,33.02
GTM,2012,33.36
CHE,2012,33.74
MRT,2012,33.89
IRN,2012,34.31
PLW,2012,37.1
IRQ,2012,37.5
AZE,2012,37.56
MDG,2012,38.97
HND,2012,39.08
KNA,2012,39.17
SGP,2012,39.3
AFG,2012,4.34
ALB,2012,40.3
LCA,2012,40.58
GRD,2012,41.0
SUR,2012,41.0
GNQ,2012,41.49
NAM,2012,41.77
VNM,2012,41.91
UZB,2012,42.11
LKA,2012,42.22
COG,2012,42.88
MAR,2012,43.21
BRA,2012,43.36
LBN,2012,43.5
BHS,2012,43.52
SWZ,2012,43.65
VEN,2012,44.27
MUS,2012,44.44
SYR,2012,45.29
NRU,2012,45.5
CYP,2012,45.92
MHL,2012,46.36
PRY,2012,46.44
CHL,2012,47.94
GUY,2012,48.46
MDV,2012,48.53
MDA,2012,48.53
TTO,2012,48.8
USA,2012,48.84
GHA,2012,49.2
KGZ,2012,49.6
NIC,2012,50.07
BGR,2012,50.8
ECU,2012,50.84
ZAF,2012,51.73
SLV,2012,51.76
LSO,2012,52.31
PER,2012,52.49
UKR,2012,52.56
TON,2012,52.66
MEX,2012,53.08
MYS,2012,53.93
DOM,2012,54.74
BRB,2012,55.33
CHN,2012,55.74
ATG,2012,56.3
JAM,2012,56.96
TUN,2012,56.96
BOL,2012,57.03
DJI,2012,57.28
KOR,2012,57.67
VUT,2012,58.44
FJI,2012,58.61
TLS,2012,59.32
CPV,2012,59.9
PAN,2012,60.03
DMA,2012,60.06
LVA,2012,60.35
SLB,2012,60.46
MNG,2012,60.79
GAB,2012,61.25
PRT,2012,61.28
VCT,2012,62.02
SRB,2012,62.12
ARG,2012,62.43
MKD,2012,62.51
ISR,2012,62.61
GRC,2012,63.6
RUS,2012,63.71
MNE,2012,63.95
URY,2012,64.22
JOR,2012,64.41
BWA,2012,64.5
HUN,2012,64.84
AGO,2012,65.25
BHR,2012,65.35
MLT,2012,65.64
BLR,2012,65.65
BLZ,2012,65.8
LTU,2012,66.62
KAZ,2012,68.15
SAU,2012,68.28
PNG,2012,68.33
NLD,2012,68.46
BIH,2012,68.65
BTN,2012,69.58
AND,2012,69.64
POL,2012,69.83
COL,2012,69.86
SYC,2012,70.13
FRA,2012,70.29
CAN,2012,70.47
CRI,2012,70.68
SVN,2012,70.85
SVK,2012,71.12
AUS,2012,71.23
IRL,2012,71.75
ESP,2012,72.11
ARE,2012,72.54
AUT,2012,72.87
DZA,2012,72.93
NIU,2012,73.42
DEU,2012,75.44
ITA,2012,75.88
THA,2012,76.08
EST,2012,76.14
BEL,2012,76.62
ROU,2012,76.87
WSM,2012,78.45
NZL,2012,78.51
QAT,2012,79.14
TUR,2012,79.17
FIN,2012,79.8
ISL,2012,79.92
HTI,2012,8.22
GNB,2012,8.49
SLE,2012,8.99
GBR,2012,80.62
MCO,2012,81.3
HRV,2012,82.65
OMN,2012,82.74
KWT,2012,83.46
CZE,2012,83.54
LUX,2012,83.63
JPN,2012,83.93
SWE,2012,84.22
DNK,2012,84.37
NOR,2012,84.76
CUB,2012,86.7
TUV,2012,87.07
SMR,2012,88.25
KIR,2012,88.81
COK,2012,88.98
LBR,2012,9.94
BRN,2012,91.15
COD,2011,10.85
CAF,2011,11.28
MMR,2011,11.96
CIV,2011,13.19
GIN,2011,13.47
UGA,2011,13.57
NGA,2011,14.44
ERI,2011,14.77
CMR,2011,14.87
MLI,2011,15.06
LBR,2011,16.1
KHM,2011,17.05
GEO,2011,17.48
ARM,2011,17.84
NPL,2011,17.89
COM,2011,18.04
LAO,2011,18.87
BGD,2011,20.4
PAK,2011,20.77
TCD,2011,21.1
MWI,2011,21.65
TJK,2011,22.28
SDN,2011,22.84
YEM,2011,22.9
FSM,2011,23.18
IDN,2011,23.48
TGO,2011,23.52
GMB,2011,23.89
TZA,2011,25.45
MOZ,2011,25.51
BEN,2011,25.71
TKM,2011,25.98
GNQ,2011,26.07
NER,2011,26.11
ZWE,2011,26.23
PHL,2011,26.38
RWA,2011,27.69
IND,2011,28.87
BFA,2011,28.96
MRT,2011,30.31
KEN,2011,30.87
SEN,2011,31.05
CHE,2011,32.94
STP,2011,33.29
IRN,2011,33.36
GTM,2011,33.43
EGY,2011,33.84
BDI,2011,34.47
ZMB,2011,34.79
LCA,2011,35.15
KNA,2011,36.99
SGP,2011,37.12
COG,2011,37.17
PLW,2011,37.45
MDG,2011,37.81
ALB,2011,38.66
VNM,2011,38.69
AZE,2011,38.75
UZB,2011,39.69
SUR,2011,40.63
MUS,2011,41.13
NAM,2011,41.62
GRD,2011,41.63
MAR,2011,41.98
PRY,2011,42.28
LKA,2011,42.54
SWZ,2011,42.64
VEN,2011,42.9
LBN,2011,43.71
HND,2011,44.29
BRA,2011,44.5
BHS,2011,44.6
MHL,2011,44.91
SYR,2011,45.2
MDV,2011,46.41
MDA,2011,46.67
CHL,2011,47.16
ECU,2011,47.33
NIC,2011,47.39
CYP,2011,47.4
BRB,2011,48.5
GUY,2011,48.58
USA,2011,48.95
TTO,2011,49.87
AFG,2011,5.61
UKR,2011,50.23
GHA,2011,50.24
PER,2011,50.97
ZAF,2011,51.87
KGZ,2011,51.96
TLS,2011,51.97
MEX,2011,52.8
MYS,2011,53.25
CHN,2011,53.72
SLV,2011,54.06
DOM,2011,54.09
BGR,2011,54.13
TUN,2011,56.41
LSO,2011,56.52
VCT,2011,56.64
ATG,2011,56.95
NRU,2011,56.96
SLB,2011,57.15
BOL,2011,58.39
KOR,2011,58.56
DMA,2011,59.07
JAM,2011,59.11
MNG,2011,59.45
SLE,2011,6.69
FJI,2011,60.13
ARG,2011,60.32
MNE,2011,60.97
SRB,2011,61.12
BWA,2011,61.42
URY,2011,61.49
GAB,2011,61.99
PAN,2011,62.0
MKD,2011,62.23
ISR,2011,62.59
RUS,2011,62.65
SYC,2011,62.78
LBY,2011,63.29
BLR,2011,63.36
DJI,2011,63.49
LVA,2011,63.5
MLT,2011,64.44
PRT,2011,64.51
AGO,2011,64.76
PNG,2011,65.26
BHR,2011,65.33
BLZ,2011,65.39
VUT,2011,65.6
GRC,2011,65.7
HUN,2011,66.22
CPV,2011,66.55
SAU,2011,67.07
JOR,2011,67.45
BIH,2011,67.67
WSM,2011,68.12
NLD,2011,68.38
GNB,2011,7.03
HTI,2011,7.13
CRI,2011,70.19
FRA,2011,70.21
CAN,2011,70.24
LTU,2011,70.33
DZA,2011,70.62
KAZ,2011,70.8
POL,2011,71.03
TON,2011,71.82
IRL,2011,71.89
SVK,2011,72.11
SVN,2011,72.27
ARE,2011,72.42
AUT,2011,72.69
AUS,2011,73.26
BTN,2011,73.42
ESP,2011,73.48
COL,2011,73.5
QAT,2011,73.54
AND,2011,73.88
IRQ,2011,74.83
ROU,2011,74.98
EST,2011,74.99
DEU,2011,75.41
BEL,2011,76.18
THA,2011,76.43
ITA,2011,77.01
NZL,2011,78.78
TUR,2011,79.13
FIN,2011,79.17
ETH,2011,8.53
ISL,2011,80.01
GBR,2011,80.88
NIU,2011,81.13
MCO,2011,81.16
OMN,2011,81.82
HRV,2011,81.97
CZE,2011,83.69
JPN,2011,83.74
DNK,2011,83.94
LUX,2011,84.32
TUV,2011,84.33
NOR,2011,84.42
KWT,2011,84.47
SWE,2011,84.48
COK,2011,88.29
SMR,2011,88.3
CUB,2011,88.99
BRN,2011,91.53
KIR,2011,94.72
COD,2010,10.31
GIN,2010,10.59
CMR,2010,11.36
SLE,2010,11.63
CIV,2010,13.31
NGA,2010,13.6
MLI,2010,14.3
CAF,2010,16.12
UGA,2010,16.12
GNB,2010,16.58
ETH,2010,17.27
FSM,2010,17.47
BDI,2010,17.61
HTI,2010,17.87
NPL,2010,18.13
ARM,2010,18.26
KHM,2010,19.73
BGD,2010,20.57
TJK,2010,20.58
LAO,2010,20.73
ERI,2010,20.83
TCD,2010,20.98
GEO,2010,21.31
PAK,2010,21.9
MWI,2010,22.01
GMB,2010,22.29
YEM,2010,22.53
ZMB,2010,22.62
MOZ,2010,23.5
IDN,2010,23.69
TKM,2010,24.05
BEN,2010,24.17
BFA,2010,24.93
GNQ,2010,24.95
RWA,2010,25.22
TGO,2010,25.87
IND,2010,26.21
ZWE,2010,26.28
NER,2010,26.45
MRT,2010,27.75
TZA,2010,27.76
SEN,2010,28.84
KEN,2010,28.96
STP,2010,29.91
PHL,2010,31.9
IRN,2010,32.36
CHE,2010,32.36
SDN,2010,32.55
MHL,2010,32.7
EGY,2010,32.93
GTM,2010,33.66
PLW,2010,35.36
SGP,2010,35.88
LCA,2010,35.94
KNA,2010,37.59
VEN,2010,37.87
GRD,2010,37.95
ALB,2010,38.13
PRY,2010,38.99
VNM,2010,39.62
MAR,2010,39.9
UZB,2010,40.06
MDG,2010,40.16
LBN,2010,40.31
LKA,2010,40.44
AZE,2010,40.59
NAM,2010,40.99
HND,2010,42.36
SUR,2010,42.37
GUY,2010,43.12
MUS,2010,44.14
COG,2010,44.74
SYR,2010,44.79
BRA,2010,45.02
BHS,2010,45.07
CYP,2010,45.75
MDA,2010,45.86
NIC,2010,46.1
ECU,2010,46.35
CHL,2010,47.1
TTO,2010,48.16
USA,2010,48.87
SLV,2010,49.1
KGZ,2010,49.14
SWZ,2010,49.21
AFG,2010,5.47
MEX,2010,50.22
TLS,2010,50.82
DOM,2010,51.11
ZAF,2010,51.33
PER,2010,51.9
CHN,2010,51.91
MDV,2010,52.96
MYS,2010,53.06
BRB,2010,53.45
UKR,2010,54.12
VUT,2010,55.02
BGR,2010,55.24
TUN,2010,55.75
GHA,2010,56.08
LSO,2010,56.44
DMA,2010,57.39
JAM,2010,57.53
BWA,2010,57.55
ATG,2010,58.32
BOL,2010,58.77
ARG,2010,58.95
VCT,2010,59.23
TON,2010,59.34
KOR,2010,59.35
NRU,2010,59.79
URY,2010,60.0
LVA,2010,60.18
MKD,2010,60.57
DJI,2010,60.68
SRB,2010,61.0
RUS,2010,61.38
PNG,2010,61.7
SAU,2010,61.93
AGO,2010,62.12
ISR,2010,62.8
CPV,2010,63.25
SLB,2010,63.27
GAB,2010,63.55
FJI,2010,63.9
SYC,2010,64.32
PAN,2010,64.42
MLT,2010,64.58
BHR,2010,65.2
MNG,2010,65.38
PRT,2010,66.52
BLZ,2010,66.56
HUN,2010,66.63
JOR,2010,66.71
KAZ,2010,67.39
NIU,2010,67.67
BLR,2010,68.04
BIH,2010,68.07
NLD,2010,68.42
GRC,2010,68.9
DZA,2010,69.48
CAN,2010,69.92
LBY,2010,69.94
COM,2010,7.56
FRA,2010,70.44
ARE,2010,70.85
QAT,2010,70.99
SVK,2010,71.0
LTU,2010,71.09
POL,2010,71.35
BTN,2010,72.05
COL,2010,72.23
CRI,2010,72.32
AUS,2010,72.36
SVN,2010,72.36
AUT,2010,72.4
THA,2010,73.77
IRQ,2010,73.88
EST,2010,74.2
ESP,2010,74.44
AND,2010,74.63
WSM,2010,75.41
DEU,2010,75.69
IRL,2010,76.18
BEL,2010,76.25
TUR,2010,78.0
NZL,2010,78.27
ITA,2010,78.45
FIN,2010,78.54
ISL,2010,79.86
ROU,2010,79.89
LBR,2010,8.9
GBR,2010,80.87
MCO,2010,81.44
JPN,2010,81.93
SWE,2010,82.49
OMN,2010,82.71
CZE,2010,83.13
HRV,2010,83.41
KWT,2010,84.2
DNK,2010,84.27
TUV,2010,84.29
NOR,2010,84.68
SMR,2010,85.47
LUX,2010,85.93
COK,2010,87.92
MMR,2010,9.84
CUB,2010,90.78
KIR,2010,91.42
BRN,2010,91.74
LBR,2009,10.23
MLI,2009,12.77
CMR,2009,12.8
UGA,2009,14.3
CIV,2009,14.95
CAF,2009,15.19
NGA,2009,15.92
KHM,2009,16.07
TGO,2009,17.34
FSM,2009,17.41
MWI,2009,17.98
TJK,2009,18.52
ERI,2009,19.15
ETH,2009,19.51
BGD,2009,19.93
BDI,2009,20.1
GMB,2009,20.28
NPL,2009,20.41
PAK,2009,20.74
TCD,2009,20.85
GEO,2009,21.42
ARM,2009,21.46
YEM,2009,21.86
HTI,2009,22.33
STP,2009,23.62
RWA,2009,24.11
TKM,2009,24.25
MOZ,2009,25.23
IND,2009,25.61
BEN,2009,26.45
KEN,2009,27.7
MDG,2009,27.99
MRT,2009,28.26
NER,2009,28.81
COG,2009,28.83
TZA,2009,29.33
PHL,2009,30.65
GNQ,2009,31.89
CHE,2009,32.15
BFA,2009,32.31
LAO,2009,33.11
VEN,2009,34.39
LCA,2009,34.64
SGP,2009,34.88
EGY,2009,35.05
IDN,2009,35.13
GTM,2009,35.65
VNM,2009,36.25
SEN,2009,36.61
IRN,2009,36.65
KNA,2009,37.32
MHL,2009,37.87
MUS,2009,37.88
LBN,2009,38.2
NAM,2009,38.21
GNB,2009,38.39
PRY,2009,38.4
PLW,2009,38.77
GRD,2009,39.93
GAB,2009,40.17
MAR,2009,40.32
LKA,2009,40.6
ALB,2009,40.82
SDN,2009,41.12
UZB,2009,41.64
ECU,2009,41.78
CYP,2009,42.53
MDA,2009,42.65
GUY,2009,43.22
AZE,2009,43.26
HND,2009,44.1
BRA,2009,44.16
TLS,2009,44.4
SYR,2009,44.87
BHS,2009,45.57
SUR,2009,45.96
SLV,2009,46.45
MEX,2009,46.67
CHL,2009,46.86
SLB,2009,47.0
TTO,2009,47.6
USA,2009,48.52
DOM,2009,48.92
GHA,2009,49.33
CHN,2009,49.4
NIC,2009,49.61
ZAF,2009,49.74
AFG,2009,5.42
PER,2009,50.36
KGZ,2009,50.45
NRU,2009,51.32
BWA,2009,51.51
SWZ,2009,51.68
DMA,2009,53.63
BGR,2009,53.8
LSO,2009,54.07
BRB,2009,54.6
ATG,2009,54.89
TUN,2009,55.03
MYS,2009,55.55
JAM,2009,57.28
MDV,2009,57.7
UKR,2009,58.24
KOR,2009,59.18
DJI,2009,59.27
URY,2009,59.33
LVA,2009,59.65
ARG,2009,59.96
COD,2009,6.85
BOL,2009,61.04
VCT,2009,61.09
ISR,2009,61.22
NIU,2009,61.33
SYC,2009,61.43
VUT,2009,61.6
SRB,2009,61.65
FJI,2009,62.0
RUS,2009,62.07
MKD,2009,62.68
PRT,2009,63.8
KIR,2009,63.95
BLZ,2009,64.25
BLR,2009,64.56
MLT,2009,64.92
SAU,2009,64.99
BHR,2009,66.16
PAN,2009,66.55
PNG,2009,66.84
JOR,2009,67.08
AGO,2009,67.67
AND,2009,67.78
HUN,2009,67.98
BIH,2009,68.03
NLD,2009,68.05
GRC,2009,68.32
LBY,2009,68.79
MNG,2009,69.55
GIN,2009,7.27
COM,2009,7.69
CAN,2009,70.18
FRA,2009,70.68
DZA,2009,70.88
CRI,2009,70.94
QAT,2009,71.01
CPV,2009,71.54
SVK,2009,71.64
POL,2009,71.75
LTU,2009,71.88
SVN,2009,72.02
COL,2009,72.05
AUT,2009,72.85
AUS,2009,73.01
THA,2009,73.13
ARE,2009,73.68
BTN,2009,73.85
ESP,2009,75.07
DEU,2009,75.65
KAZ,2009,75.91
BEL,2009,76.3
IRL,2009,77.07
EST,2009,77.18
TON,2009,77.47
IRQ,2009,77.58
WSM,2009,77.69
NZL,2009,77.72
ITA,2009,78.31
ROU,2009,78.66
FIN,2009,79.03
SLE,2009,8.41
MMR,2009,8.66
SMR,2009,80.1
TUR,2009,80.5
GBR,2009,81.03
JPN,2009,81.29
OMN,2009,81.3
MCO,2009,81.33
KWT,2009,81.58
ISL,2009,81.64
TUV,2009,81.77
SWE,2009,82.51
HRV,2009,82.83
CZE,2009,82.88
NOR,2009,84.44
DNK,2009,84.46
LUX,2009,86.71
ZMB,2009,9.9
BRN,2009,90.5
COK,2009,90.66
CUB,2009,91.8
ETH,2008,12.01
CIV,2008,13.21
MLI,2008,14.2
ZMB,2008,14.45
CMR,2008,15.05
LBR,2008,15.18
KHM,2008,15.53
GMB,2008,15.64
PAK,2008,15.68
TGO,2008,15.96
TKM,2008,16.03
GNQ,2008,16.28
BDI,2008,16.88
STP,2008,17.2
UGA,2008,17.29
NGA,2008,17.87
GEO,2008,18.18
LAO,2008,18.55
NPL,2008,18.63
TCD,2008,19.59
CAF,2008,20.72
BEN,2008,20.87
BGD,2008,20.92
HTI,2008,22.15
MWI,2008,22.39
ARM,2008,22.41
IND,2008,22.63
ERI,2008,23.13
TJK,2008,23.17
RWA,2008,23.99
FSM,2008,24.57
KEN,2008,25.65
YEM,2008,27.82
BFA,2008,29.29
MOZ,2008,29.3
MRT,2008,29.46
NER,2008,29.55
PHL,2008,30.14
GNB,2008,31.44
LCA,2008,31.53
CHE,2008,31.61
SDN,2008,31.94
PRY,2008,32.17
PLW,2008,32.34
GTM,2008,33.78
KNA,2008,33.89
MDG,2008,33.95
EGY,2008,34.39
IDN,2008,35.23
MUS,2008,35.28
GRD,2008,36.44
MHL,2008,36.52
IRN,2008,37.08
SGP,2008,37.31
VNM,2008,37.68
GAB,2008,38.08
HND,2008,38.57
MAR,2008,39.02
ECU,2008,39.04
LBN,2008,39.34
SEN,2008,39.55
VEN,2008,39.84
GUY,2008,40.33
TZA,2008,40.63
UZB,2008,40.73
ALB,2008,41.22
CYP,2008,41.61
NAM,2008,41.65
BHS,2008,42.86
LKA,2008,43.22
CHL,2008,43.53
BRA,2008,43.74
SUR,2008,44.19
KGZ,2008,44.38
CHN,2008,44.52
NIC,2008,44.52
AZE,2008,44.55
GHA,2008,45.14
MEX,2008,45.91
SYR,2008,46.15
DOM,2008,46.49
ZAF,2008,47.35
USA,2008,47.51
TTO,2008,47.79
TON,2008,47.8
PER,2008,48.09
SLV,2008,48.13
MDA,2008,48.21
TLS,2008,48.79
COG,2008,49.09
COD,2008,5.85
SWZ,2008,50.28
ATG,2008,50.76
DMA,2008,51.78
JAM,2008,52.6
MYS,2008,53.12
TUN,2008,54.28
NRU,2008,54.78
ARG,2008,55.1
BRB,2008,55.32
BGR,2008,55.39
BIH,2008,55.68
MDV,2008,55.77
URY,2008,56.31
LSO,2008,56.74
KOR,2008,57.24
SLB,2008,57.32
DJI,2008,57.4
UKR,2008,58.07
BOL,2008,58.65
VCT,2008,59.47
AFG,2008,6.12
SLE,2008,6.41
LVA,2008,60.33
SYC,2008,60.34
JOR,2008,60.51
ISR,2008,61.28
SRB,2008,61.88
BWA,2008,62.2
PRT,2008,62.5
RUS,2008,62.63
SAU,2008,63.59
ARE,2008,63.91
AGO,2008,64.35
MKD,2008,64.59
MLT,2008,64.75
AND,2008,65.13
BHR,2008,65.2
GRC,2008,65.34
BLR,2008,65.78
NIU,2008,65.82
BLZ,2008,66.06
PAN,2008,67.0
NLD,2008,67.57
LBY,2008,67.66
HUN,2008,67.75
CRI,2008,67.82
CPV,2008,68.44
BTN,2008,69.13
COL,2008,69.36
FJI,2008,69.44
CAN,2008,69.75
MNG,2008,70.62
FRA,2008,70.63
LTU,2008,70.72
PNG,2008,70.91
POL,2008,71.21
DZA,2008,72.0
SVN,2008,72.16
AUS,2008,72.33
VUT,2008,72.47
TUR,2008,72.69
ESP,2008,73.28
AUT,2008,73.79
KAZ,2008,74.32
KIR,2008,74.6
QAT,2008,74.68
SVK,2008,74.72
DEU,2008,75.27
THA,2008,75.37
BEL,2008,75.75
EST,2008,76.23
WSM,2008,76.39
NZL,2008,77.63
ITA,2008,77.68
KWT,2008,78.09
IRQ,2008,78.44
FIN,2008,78.83
OMN,2008,78.83
IRL,2008,79.32
SMR,2008,79.58
MMR,2008,8.11
GIN,2008,8.26
COM,2008,8.55
MCO,2008,80.56
CZE,2008,80.99
ROU,2008,81.09
JPN,2008,81.17
GBR,2008,81.39
ISL,2008,82.21
SWE,2008,82.5
HRV,2008,83.83
COK,2008,83.98
DNK,2008,84.02
NOR,2008,84.13
LUX,2008,87.65
BRN,2008,89.89
CUB,2008,90.97
TUV,2008,92.22
MMR,2007,10.04
COM,2007,10.45
SLE,2007,10.7
CIV,2007,12.92
MWI,2007,13.5
GMB,2007,14.25
GEO,2007,14.7
CMR,2007,15.34
TGO,2007,16.11
UGA,2007,16.92
TLS,2007,17.11
PAK,2007,17.66
LAO,2007,18.09
GNQ,2007,18.44
NPL,2007,18.47
MLI,2007,18.97
TJK,2007,19.45
KHM,2007,19.81
NGA,2007,19.91
STP,2007,20.37
BEN,2007,20.59
IND,2007,20.9
HTI,2007,21.73
RWA,2007,22.22
FSM,2007,22.23
ZMB,2007,22.47
BGD,2007,22.49
ERI,2007,23.02
BDI,2007,23.29
TCD,2007,23.55
KEN,2007,24.37
TKM,2007,26.23
MRT,2007,26.56
ETH,2007,26.65
YEM,2007,26.87
CAF,2007,26.94
BFA,2007,27.36
NER,2007,27.65
LCA,2007,28.11
TZA,2007,28.2
ARM,2007,29.35
CHE,2007,30.71
COG,2007,30.84
MOZ,2007,30.85
PHL,2007,31.32
GTM,2007,31.96
SGP,2007,33.49
PRY,2007,34.57
GNB,2007,34.67
PLW,2007,34.68
EGY,2007,35.29
VNM,2007,35.31
IDN,2007,36.07
SDN,2007,36.19
MAR,2007,37.57
ECU,2007,38.31
GRD,2007,38.34
SEN,2007,38.62
GAB,2007,39.0
CHN,2007,39.03
GUY,2007,39.33
UZB,2007,39.57
IRN,2007,39.83
BHS,2007,40.04
LBN,2007,41.04
DOM,2007,41.2
HND,2007,41.24
MUS,2007,41.81
MDG,2007,41.9
CHL,2007,42.26
BRA,2007,42.49
ALB,2007,42.67
CYP,2007,43.16
GHA,2007,43.21
KNA,2007,43.42
NAM,2007,43.76
MEX,2007,43.82
MHL,2007,44.44
KGZ,2007,44.51
NIC,2007,45.33
AZE,2007,45.57
TTO,2007,46.18
USA,2007,46.35
MDV,2007,47.13
SYR,2007,47.33
SWZ,2007,47.34
