Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1950.0,65038.815,65794.236,32714.298,33079.938,9.89,98.895,17.265,1544.236,23.464,1510.842,2.296,30.189,3240.626,464.909,49.24,6.928,2.0,30.099,103.4,1696.39,895.546,800.844,25.776,38.662,37.053,40.34,43.504,42.32,44.71,10.706,10.348,11.036,4.764,4.56,4.951,556.927,171.958,2858.46,945.988,298.837,488.576,507.42,469.055,648.398,675.426,620.06,317.281,337.36,296.646,455.848,485.789,425.545,-33.411,-0.508
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1951.0,66549.657,67328.314,33459.833,33868.482,10.121,98.793,17.223,1600.717,23.763,1557.315,2.313,29.967,3316.181,474.347,49.229,6.928,2.011,30.096,103.4,1715.464,903.69,811.774,25.466,38.927,37.333,40.584,43.618,42.452,44.802,10.746,10.389,11.072,4.787,4.581,4.972,562.113,170.549,2928.334,955.351,295.745,484.898,503.468,465.748,645.071,671.819,617.078,315.277,334.869,295.152,453.56,482.966,423.796,-43.38,-0.644
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1952.0,68106.972,68905.136,34227.421,34677.716,10.358,98.701,17.173,1656.488,24.025,1596.329,2.317,29.916,3389.436,483.196,49.159,6.919,2.024,30.09,103.4,1732.948,912.787,820.161,25.134,39.222,37.598,40.911,43.645,42.42,44.893,10.769,10.403,11.101,4.799,4.589,4.985,567.071,168.312,2998.152,959.804,291.132,480.952,500.079,461.258,642.084,669.609,613.208,314.973,335.784,293.573,453.063,483.654,421.957,-60.152,-0.872
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1953.0,69703.301,70518.765,35013.842,35504.922,10.6,98.617,17.113,1725.569,24.449,1630.927,2.313,29.967,3465.875,494.454,49.106,6.912,2.044,30.077,103.4,1740.306,915.917,824.389,24.657,39.699,38.078,41.382,43.826,42.595,45.078,10.823,10.453,11.158,4.823,4.609,5.007,569.674,165.416,3072.607,961.101,285.507,474.219,493.18,454.748,636.235,663.891,607.232,311.74,332.517,290.411,449.455,480.099,418.262,-94.631,-1.341
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1954.0,71334.228,72185.576,35827.309,36358.266,10.851,98.54,17.05,1791.181,24.794,1702.695,2.359,29.383,3540.414,503.065,49.007,6.906,2.064,30.076,103.4,1749.233,921.007,828.226,24.213,40.154,38.502,41.869,43.992,42.719,45.287,10.87,10.486,11.213,4.833,4.617,5.016,571.588,162.446,3145.862,962.526,280.057,467.867,487.168,448.073,630.595,658.991,600.756,308.735,330.191,286.731,445.987,477.486,413.827,-88.481,-1.225
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1955.0,73036.923,73922.833,36676.12,37246.713,11.112,98.468,16.984,1863.173,25.184,1771.82,2.397,28.917,3621.623,513.678,48.952,6.909,2.086,30.079,103.4,1758.45,925.603,832.847,23.768,40.621,38.964,42.341,44.184,42.895,45.494,10.922,10.53,11.271,4.849,4.63,5.031,574.088,159.566,3225.138,965.054,274.8,461.328,480.586,441.618,624.574,653.243,594.437,305.209,326.785,283.127,441.934,473.681,409.473,-91.354,-1.235
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1956.0,74808.743,75730.357,37560.213,38170.145,11.384,98.402,16.909,1936.245,25.547,1843.229,2.434,28.478,3708.865,525.747,48.935,6.918,2.108,30.071,103.4,1772.62,933.271,839.349,23.388,41.025,39.348,42.765,44.321,42.995,45.67,10.957,10.553,11.315,4.859,4.637,5.041,577.66,156.836,3309.735,969.615,269.851,455.705,475.146,435.839,619.566,648.825,588.758,302.626,324.773,279.995,439.002,471.51,405.672,-93.012,-1.227
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1957.0,76651.972,77545.138,38447.711,39097.427,11.657,98.338,16.835,1884.198,24.279,1786.332,2.304,30.085,3800.459,537.268,48.971,6.934,2.048,30.072,103.4,1916.261,1005.983,910.278,24.692,39.579,37.963,41.257,43.646,42.308,45.012,10.679,10.296,11.018,4.782,4.575,4.949,620.146,163.919,3373.594,1051.719,283.566,474.024,493.049,454.637,639.504,668.412,608.94,312.622,335.989,288.736,454.086,487.757,419.346,-97.831,-1.261
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1958.0,78438.304,79347.466,39328.296,40019.171,11.927,98.274,16.758,1958.429,24.655,1818.325,2.292,30.242,3889.029,548.608,48.96,6.943,2.068,30.077,103.4,1930.6,1014.357,916.243,24.305,39.914,38.265,41.629,43.666,42.28,45.083,10.723,10.333,11.067,4.798,4.59,4.965,621.489,160.882,3460.24,1051.029,278.01,469.957,489.608,449.941,636.239,665.862,604.837,312.806,337.098,288.01,453.758,488.286,418.021,-140.096,-1.764
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1959.0,80256.629,81302.208,40285.227,41016.982,12.221,98.216,16.667,2178.822,26.778,2091.159,2.572,26.95,3984.854,564.521,48.974,6.962,2.179,30.07,103.4,1806.032,952.058,853.974,22.196,42.272,40.537,44.073,44.752,43.359,46.17,11.102,10.677,11.477,4.92,4.697,5.097,586.03,148.491,3578.693,975.734,254.527,438.919,458.955,418.514,604.07,634.665,571.721,295.101,318.129,271.723,429.954,463.624,395.234,-87.656,-1.077
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1960.0,82347.788,83437.499,41333.605,42103.894,12.542,98.171,16.569,2263.725,27.111,2179.422,2.612,26.537,4085.397,582.732,48.928,6.977,2.204,30.07,103.4,1821.672,960.39,861.282,21.817,42.734,40.992,44.542,44.955,43.55,46.384,11.157,10.727,11.536,4.941,4.717,5.119,591.498,145.858,3676.346,983.449,249.658,432.625,452.654,412.255,597.832,628.65,565.252,291.449,314.514,268.092,425.577,459.365,390.721,-84.346,-1.01
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1961.0,84527.21,85688.641,42445.054,43243.588,12.881,98.153,16.48,2361.156,27.543,2322.862,2.711,25.568,4197.349,605.028,48.962,7.002,2.233,30.061,103.4,1836.193,968.146,868.047,21.419,43.225,41.474,45.042,45.208,43.78,46.659,11.221,10.783,11.604,4.966,4.74,5.143,596.819,143.335,3784.292,991.746,245.007,425.854,445.886,405.506,590.838,622.015,557.892,286.786,310.128,263.197,420.087,454.254,384.834,-38.275,-0.446
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1962.0,86850.072,88041.609,43611.851,44429.758,13.234,98.159,16.397,2456.339,27.881,2383.073,2.707,25.606,4313.767,626.378,48.965,7.024,2.257,30.064,103.4,1857.428,978.951,878.477,21.084,43.633,41.896,45.433,45.389,43.98,46.818,11.265,10.831,11.644,4.979,4.755,5.152,603.206,140.972,3896.185,1002.223,240.783,420.266,440.015,400.221,585.214,616.139,552.586,283.473,306.347,260.413,416.106,449.75,381.442,-73.308,-0.832
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1963.0,89233.145,90468.848,44814.232,45654.616,13.599,98.159,16.318,2537.452,28.032,2471.405,2.732,25.371,4428.747,649.7,48.925,7.04,2.276,30.058,103.4,1891.295,999.081,892.214,20.893,43.843,42.027,45.731,45.394,43.859,46.958,11.265,10.826,11.648,4.989,4.765,5.161,611.875,139.226,4005.312,1017.694,237.831,417.365,438.789,395.6,582.967,615.68,548.353,283.254,308.898,257.368,415.888,452.101,378.447,-66.065,-0.73
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1964.0,91704.55,93024.774,46080.599,46944.175,13.983,98.16,16.252,2650.463,28.484,2640.448,2.839,24.415,4548.16,676.147,48.878,7.05,2.304,30.035,103.4,1897.697,1001.057,896.64,20.394,44.481,42.717,46.309,45.818,44.365,47.293,11.356,10.911,11.743,5.02,4.789,5.197,618.025,136.965,4120.296,1025.245,233.297,408.161,428.118,387.925,573.143,604.87,539.734,275.358,298.842,251.764,406.947,441.431,371.472,-10.084,-0.108
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1965.0,94344.998,95691.205,47401.3,48289.904,14.384,98.16,16.185,2729.082,28.507,2692.414,2.814,24.632,4681.398,707.254,48.901,7.065,2.312,30.017,103.4,1952.316,1031.836,920.48,20.394,44.432,42.6,46.337,45.636,44.06,47.243,11.323,10.879,11.709,5.015,4.79,5.186,631.15,135.938,4244.266,1048.285,231.817,408.97,430.474,387.148,575.157,608.63,539.802,278.769,305.12,252.242,410.858,448.057,372.448,-36.643,-0.383
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1966.0,97037.412,98402.564,48741.523,49661.041,14.792,98.148,16.125,2758.575,28.024,2730.305,2.775,24.978,4814.772,737.093,48.912,7.078,2.293,29.999,103.4,2056.197,1087.528,968.669,20.888,43.793,41.922,45.744,45.238,43.564,46.955,11.205,10.765,11.59,4.983,4.764,5.148,660.691,138.206,4357.864,1103.033,236.51,417.298,439.952,394.302,584.961,619.677,548.19,285.299,314.247,256.11,419.483,459.147,378.386,-28.318,-0.288
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1967.0,99767.717,101213.717,50130.295,51083.422,15.214,98.134,16.071,2915.427,28.794,2892.0,2.858,24.253,4952.597,765.552,48.914,7.088,2.336,29.979,103.4,2037.17,1078.572,958.598,20.12,44.708,42.82,46.673,45.662,44.009,47.351,11.348,10.902,11.738,5.03,4.808,5.197,656.433,133.724,4497.486,1088.25,227.758,405.414,427.949,382.54,572.24,607.026,535.527,278.612,306.656,250.439,410.378,449.273,370.258,-23.432,-0.231
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1968.0,102659.717,104173.183,51593.592,52579.591,15.659,98.125,16.01,3025.721,29.038,3026.933,2.906,23.852,5101.023,797.0,48.955,7.104,2.352,29.962,103.4,2075.302,1099.142,976.16,19.917,44.974,43.081,46.943,45.834,44.185,47.518,11.396,10.945,11.793,5.051,4.826,5.22,671.559,132.762,4635.576,1110.975,225.761,401.835,424.226,379.115,568.172,603.038,531.458,275.647,303.41,247.828,406.755,445.554,366.847,1.253,0.012
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1969.0,105686.65,107238.945,53109.586,54129.359,16.12,98.116,15.951,3140.203,29.27,3104.59,2.895,23.943,5263.837,844.989,49.065,7.116,2.364,29.887,103.4,2123.634,1125.511,998.123,19.795,45.137,43.224,47.128,45.923,44.242,47.642,11.421,10.967,11.822,5.059,4.835,5.228,687.973,131.874,4786.684,1137.812,224.28,399.714,422.43,376.654,565.748,601.145,528.497,274.131,302.521,245.704,404.793,444.29,364.191,-35.655,-0.332
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1970.0,108791.24,110388.762,54661.154,55727.609,16.594,98.086,15.889,3252.462,29.449,3195.044,2.895,23.943,5418.793,887.478,49.064,7.127,2.377,29.884,103.4,2166.331,1147.098,1019.233,19.615,45.375,43.488,47.336,46.068,44.404,47.766,11.458,11.01,11.856,5.074,4.854,5.238,703.369,130.882,4931.248,1162.275,222.38,396.492,418.708,373.96,562.162,597.26,525.342,271.613,299.597,243.658,401.731,440.907,361.576,-57.481,-0.52
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1971.0,111986.284,113615.833,56244.738,57371.094,17.079,98.037,15.82,3379.07,29.719,3259.097,2.869,24.16,5584.031,942.288,49.111,7.14,2.393,29.852,103.4,2204.961,1168.285,1036.676,19.392,45.684,43.784,47.658,46.287,44.616,47.992,11.507,11.033,11.929,5.093,4.859,5.269,718.412,129.77,5085.793,1185.913,220.249,392.118,414.014,369.916,557.226,592.523,520.266,267.538,295.115,240.058,397.071,436.294,356.961,-119.958,-1.055
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1972.0,115245.381,116830.553,57817.228,59013.325,17.562,97.973,15.739,3385.972,28.949,3170.345,2.714,25.54,5735.305,980.652,49.035,7.147,2.358,29.858,103.4,2349.333,1246.833,1102.5,20.086,44.657,42.692,46.707,45.389,43.623,47.197,11.389,10.922,11.809,5.062,4.83,5.236,745.192,130.863,5219.486,1238.724,223.254,408.017,432.169,383.438,575.414,611.613,537.342,285.205,315.593,254.816,416.428,457.274,374.509,-215.605,-1.843
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1973.0,118415.726,120155.477,59444.507,60710.97,18.062,97.914,15.662,3554.762,29.57,3479.501,2.896,23.935,5875.033,999.688,48.87,7.151,2.394,29.886,103.4,2320.271,1225.642,1094.629,19.3,45.771,43.97,47.632,46.373,44.849,47.915,11.555,11.088,11.974,5.116,4.882,5.29,752.498,128.999,5354.055,1245.359,218.852,391.529,411.718,371.093,555.81,588.682,521.682,266.517,290.912,242.412,395.316,431.032,359.175,-75.268,-0.626
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1974.0,121895.227,123678.757,61174.649,62504.108,18.591,97.873,15.607,3615.469,29.221,3567.06,2.884,24.034,6043.814,1037.872,48.847,7.151,2.377,29.878,103.4,2428.345,1280.787,1147.558,19.626,45.384,43.616,47.209,46.276,44.742,47.829,11.432,10.967,11.853,5.08,4.847,5.253,790.737,131.783,5496.522,1314.408,224.085,395.012,414.644,375.183,560.452,593.266,526.442,266.313,291.035,241.919,397.352,433.739,360.555,-48.423,-0.391
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1975.0,125462.287,127271.322,62937.588,64333.733,19.131,97.83,15.561,3739.068,29.358,3618.069,2.843,24.381,6219.832,1071.664,48.836,7.149,2.382,29.874,103.4,2480.764,1308.069,1172.695,19.478,45.524,43.776,47.327,46.309,44.831,47.801,11.471,11.004,11.893,5.095,4.861,5.268,806.329,130.714,5661.131,1336.632,221.907,393.532,412.757,374.112,558.975,591.047,525.834,266.381,289.863,243.294,396.882,431.879,361.65,-120.998,-0.95
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1976.0,129080.356,130987.648,64757.346,66230.302,19.69,97.776,15.516,3936.457,30.031,3814.584,2.912,23.803,6396.099,1101.326,48.795,7.147,2.425,29.876,103.4,2459.642,1303.71,1155.932,18.764,46.395,44.496,48.362,46.62,44.981,48.282,11.624,11.121,12.082,5.149,4.898,5.337,799.924,126.197,5841.119,1314.898,213.022,382.927,404.288,361.302,547.574,582.397,511.469,262.484,288.726,236.615,390.398,428.347,352.074,-121.826,-0.929
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1977.0,132894.94,134646.719,66532.103,68114.616,20.24,97.677,15.475,4074.423,30.189,3503.558,2.602,26.639,6581.791,1127.726,48.767,7.15,2.437,29.891,103.4,2507.368,1332.038,1175.33,18.578,46.65,44.677,48.696,46.766,45.039,48.522,11.678,11.148,12.163,5.178,4.911,5.376,817.24,125.21,6014.839,1341.048,211.029,379.717,401.943,357.223,543.822,580.125,506.153,260.222,287.915,232.914,387.398,427.138,347.227,-570.9,-4.23
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1978.0,136398.498,138527.178,68384.072,70143.106,20.823,97.492,15.437,4190.827,30.253,4257.36,3.074,22.549,6748.052,1141.876,48.713,7.147,2.449,29.94,103.4,2557.225,1364.845,1192.38,18.46,46.794,44.663,49.017,46.776,44.833,48.764,11.686,11.122,12.206,5.191,4.906,5.403,832.687,124.414,6169.934,1366.004,209.469,377.759,402.527,352.698,542.177,581.848,500.775,260.056,291.931,228.481,387.153,431.393,342.123,66.589,0.481
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1979.0,140655.858,142695.189,70380.845,72314.344,21.45,97.326,15.393,4364.363,30.547,4078.662,2.858,24.253,6950.08,1172.641,48.645,7.129,2.46,29.946,103.4,2585.717,1376.788,1208.929,18.098,47.326,45.267,49.462,47.143,45.303,49.016,11.769,11.212,12.283,5.226,4.941,5.44,844.784,122.574,6362.942,1384.03,206.033,370.364,393.578,347.002,533.717,571.834,494.153,253.464,282.848,224.529,379.442,421.325,337.046,-285.76,-2.0
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1980.0,144734.52,146692.854,72396.481,74296.374,22.051,97.443,15.368,4496.626,30.586,3916.669,2.67,25.961,7126.364,1189.542,48.474,7.104,2.462,29.969,103.3,2629.738,1400.16,1229.578,17.888,47.625,45.558,49.767,47.36,45.506,49.243,11.832,11.26,12.361,5.256,4.96,5.48,860.907,121.705,6528.048,1409.22,204.215,366.546,389.75,343.26,528.843,567.002,489.345,249.831,279.171,221.012,374.861,416.713,332.615,-579.966,-3.945
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1981.0,148651.189,151025.111,74589.338,76435.773,22.702,97.584,15.354,4648.293,30.781,4747.845,3.144,22.047,7308.147,1205.656,48.394,7.073,2.463,29.963,103.3,2659.854,1418.544,1241.31,17.613,47.965,45.839,50.169,47.651,45.709,49.625,11.918,11.311,12.483,5.31,4.987,5.558,874.487,120.691,6698.99,1429.921,202.63,362.082,385.478,338.516,523.025,562.708,482.154,244.706,275.276,214.705,368.837,412.716,324.796,99.493,0.659
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1982.0,153399.034,155791.31,76930.556,78860.755,23.418,97.552,15.34,4796.308,30.779,4784.553,3.071,22.571,7510.834,1232.302,48.199,7.034,2.464,29.948,103.4,2714.526,1451.013,1263.513,17.42,48.155,45.944,50.45,47.573,45.53,49.651,11.913,11.3,12.483,5.312,4.988,5.561,884.367,118.621,6895.136,1443.955,198.916,359.488,384.429,334.333,521.825,563.273,479.089,246.307,278.967,214.181,370.674,416.658,324.472,-11.76,-0.075
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1983.0,158183.587,160521.202,79259.432,81261.769,24.129,97.536,15.344,4655.446,28.999,4675.23,2.913,23.795,7723.245,1256.982,48.108,7.003,2.359,29.964,103.4,3067.799,1631.105,1436.694,19.109,45.86,43.756,48.042,46.43,44.411,48.486,11.531,10.948,12.074,5.194,4.887,5.431,985.51,128.263,7040.149,1640.776,218.045,388.11,412.572,363.461,555.584,595.876,514.025,264.09,297.913,230.752,395.672,442.351,348.711,19.77,0.123
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1984.0,162858.817,165298.232,81597.243,83700.989,24.848,97.487,15.361,4782.03,28.931,4878.83,2.952,23.481,7935.166,1286.745,48.008,6.97,2.356,29.947,103.4,3153.136,1687.033,1466.103,19.077,45.708,43.385,48.138,45.956,43.639,48.339,11.506,10.899,12.071,5.187,4.875,5.43,996.308,126.537,7242.342,1653.061,214.64,391.264,420.137,362.019,561.525,606.353,514.792,274.322,314.818,233.954,406.386,459.225,352.602,96.753,0.585
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1985.0,167737.647,170315.698,84064.352,86251.345,25.602,97.464,15.376,4982.66,29.264,5156.101,3.028,22.891,8160.196,1329.799,47.926,6.924,2.358,29.915,103.4,3177.536,1695.489,1482.047,18.662,46.187,43.944,48.52,46.139,43.931,48.395,11.581,10.981,12.136,5.228,4.91,5.477,1004.822,124.144,7460.868,1655.238,209.587,384.608,411.888,357.063,555.683,598.94,510.932,271.551,309.582,233.806,403.214,453.656,352.275,173.45,1.019
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1986.0,172893.748,175527.653,86645.814,88881.84,26.385,97.484,15.386,5146.202,29.323,5267.81,3.001,23.097,8370.311,1357.391,47.694,6.876,2.356,29.905,103.4,3224.109,1718.949,1505.16,18.371,46.492,44.276,48.792,46.159,43.992,48.366,11.612,11.017,12.161,5.248,4.928,5.501,1013.511,121.914,7665.74,1664.635,205.308,380.456,407.35,353.315,552.784,595.445,508.805,271.571,308.714,234.736,403.27,452.675,353.565,121.614,0.693
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1987.0,178161.558,180946.603,89324.49,91622.114,27.2,97.492,15.389,5490.025,30.34,5570.091,3.079,22.512,8585.153,1388.587,47.445,6.825,2.406,29.889,103.4,3095.128,1654.595,1440.533,17.105,47.97,45.72,50.302,46.396,44.302,48.518,11.881,11.283,12.431,5.353,5.021,5.617,945.518,111.122,7924.667,1532.545,185.421,363.4,390.672,335.822,536.827,578.964,493.541,271.694,306.767,236.973,399.441,446.12,352.764,80.045,0.442
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1988.0,183731.649,186245.509,91920.291,94325.218,27.996,97.45,15.384,5434.152,29.141,5027.72,2.7,25.672,8775.373,1418.504,47.059,6.764,2.339,29.884,103.4,3341.221,1771.509,1569.712,17.918,47.005,44.969,49.102,46.266,44.339,48.211,11.623,11.052,12.149,5.298,4.968,5.568,1032.301,118.084,8059.735,1701.262,198.977,371.983,395.701,348.134,547.691,586.854,507.75,268.924,301.166,237.105,402.311,446.762,358.099,-406.407,-2.179
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1989.0,188759.369,191453.147,94464.345,96988.801,28.779,97.397,15.381,5749.008,29.994,5387.555,2.814,24.632,8948.343,1451.968,46.686,6.691,2.38,29.856,103.4,3199.335,1703.189,1496.146,16.692,48.423,46.302,50.61,46.489,44.558,48.436,11.833,11.252,12.365,5.361,5.023,5.636,964.884,108.622,8275.375,1564.486,180.458,355.136,379.823,330.257,531.962,572.024,491.073,268.513,300.321,237.088,398.256,442.077,354.717,-361.475,-1.886
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1990.0,194146.924,196984.083,97186.568,99797.515,29.61,97.384,15.381,5835.409,29.607,5674.318,2.881,24.059,9137.385,1511.132,46.36,6.61,2.349,29.777,103.4,3301.976,1757.411,1544.565,16.753,48.183,46.057,50.375,46.108,44.156,48.077,11.769,11.202,12.286,5.362,5.023,5.635,980.097,107.888,8454.635,1592.079,179.314,358.224,383.529,332.722,538.373,578.737,497.11,275.748,308.564,243.242,407.182,451.591,362.951,-161.106,-0.817
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1991.0,199821.242,202552.22,99941.383,102610.838,30.447,97.398,15.392,5823.42,28.721,5461.957,2.697,25.701,9327.553,1536.617,46.003,6.534,2.289,29.742,103.4,3504.133,1854.404,1649.729,17.282,47.366,45.389,49.395,45.697,43.886,47.515,11.623,11.071,12.126,5.332,4.994,5.605,1033.282,111.243,8609.693,1694.847,186.007,368.135,391.205,344.956,550.82,588.537,512.452,282.248,312.684,252.198,416.711,458.529,375.254,-361.505,-1.783
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1992.0,205283.199,208086.347,102669.56,105416.787,31.279,97.394,15.411,5888.052,28.273,5606.295,2.694,25.729,9499.421,1532.907,45.614,6.464,2.257,29.764,103.4,3611.369,1906.261,1705.108,17.341,47.071,45.187,49.0,45.198,43.507,46.89,11.603,11.081,12.078,5.348,5.019,5.616,1037.563,109.677,8778.36,1700.948,183.233,372.964,395.028,350.802,559.529,595.187,523.31,293.179,321.846,264.918,428.957,468.142,390.185,-281.757,-1.353
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1993.0,210889.494,213837.144,105509.29,108327.853,32.144,97.398,15.403,6123.484,28.616,5895.299,2.757,25.141,9694.765,1595.493,45.305,6.397,2.266,29.736,103.4,3571.281,1884.493,1686.788,16.689,47.74,45.876,49.645,45.153,43.536,46.763,11.727,11.218,12.186,5.423,5.089,5.695,1001.066,103.971,8995.958,1626.384,172.515,365.162,386.981,343.22,554.458,589.194,519.219,296.633,323.984,269.719,431.311,468.484,394.617,-228.188,-1.066
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1994.0,216784.793,218904.152,108018.787,110885.366,32.906,97.415,15.401,5719.973,26.039,4238.719,1.936,35.803,9845.699,1625.349,44.821,6.326,2.161,29.716,103.4,4125.726,2214.734,1910.992,18.782,44.119,41.73,46.646,40.623,38.198,43.151,11.287,10.702,11.82,5.37,5.029,5.649,1018.623,103.813,9136.41,1656.169,171.982,425.547,460.9,389.373,634.014,679.705,585.476,393.443,440.076,345.829,531.803,585.18,476.216,-1481.203,-6.743
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1995.0,221023.512,224339.858,110700.048,113639.811,33.723,97.413,15.43,6465.865,28.826,6632.692,2.957,23.441,10033.662,1662.074,44.732,6.265,2.255,29.641,103.3,3567.797,1869.909,1697.888,15.906,48.644,46.941,50.366,45.532,44.079,46.958,11.797,11.306,12.235,5.49,5.145,5.771,996.464,100.137,9336.238,1605.329,164.668,350.942,369.585,332.274,543.103,575.153,511.025,289.36,313.392,266.05,424.667,458.516,391.728,166.801,0.744
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1996.0,227656.204,231216.638,114085.609,117131.029,34.756,97.4,15.452,6657.871,28.819,7120.867,3.08,22.505,10289.471,1744.974,44.538,6.206,2.244,29.554,103.3,3631.6,1897.418,1734.182,15.719,48.789,47.164,50.427,45.403,44.035,46.739,11.805,11.321,12.232,5.532,5.185,5.811,1002.407,98.069,9588.381,1607.31,160.84,348.797,366.285,331.262,543.714,574.049,513.454,292.261,314.571,270.706,428.48,460.222,397.702,462.77,2.003
Estimates,Eastern Africa,,910,,,14.0,Subregion,903,1997.0,234777.071,238099.53,117486.818,120612.712,35.791,97.408,15.473,6845.781,28.735,6644.919,2.791,24.835,10544.744,1769.717,44.261,6.162,2.238,29.545,103.3,3698.963,1929.161,1769.802,15.526,48.954,47.375,50.541,45.278,43.959,46.564,11.822,11.343,12.243,5.568,5.215,5.851,1005.733,95.928,9838.691,1607.41,156.836,346.544,363.413,329.634,544.146,573.456,514.952,295.383,316.805,274.726,432.265,462.719,402.751,-200.8,-0.843
