Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1950.0,801655.93,806252.895,383065.729,423187.167,16.435,90.519,27.322,9523.961,11.815,9193.931,1.14,60.802,18578.928,1119.267,23.047,2.837,1.235,28.609,105.9,9054.967,4711.604,4343.363,11.232,63.523,60.866,66.068,54.415,51.902,56.76,13.014,11.973,13.88,5.6,5.218,5.859,1152.226,60.449,17734.206,1452.764,77.39,145.034,162.547,128.48,292.259,342.955,245.341,117.704,143.336,94.523,224.808,275.877,178.632,-330.051,-0.409
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1951.0,810849.861,815364.763,387977.256,427387.507,16.62,90.779,27.385,9323.237,11.431,9029.804,1.107,62.615,18480.426,1075.792,22.659,2.802,1.227,28.536,105.7,9157.189,4756.703,4400.486,11.228,63.747,61.081,66.302,54.498,51.975,56.853,12.891,11.846,13.757,5.504,5.136,5.752,1078.541,58.446,17663.145,1398.767,75.64,139.948,157.297,123.474,287.477,338.571,240.16,113.753,139.393,90.527,221.447,272.874,174.906,-293.315,-0.36
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1952.0,819879.665,824657.585,392970.671,431686.914,16.81,91.031,27.467,9702.947,11.767,9555.84,1.159,59.806,18456.634,1034.801,22.383,2.79,1.233,28.504,105.7,8753.687,4553.222,4200.465,10.616,64.891,62.212,67.445,55.216,52.684,57.572,13.243,12.157,14.134,5.721,5.323,5.989,998.975,53.914,17688.262,1281.969,69.341,128.487,145.044,112.633,271.175,320.987,225.165,105.759,130.059,83.655,209.773,259.562,164.796,-146.975,-0.178
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1953.0,829435.505,834404.417,397911.465,436492.952,17.008,91.161,27.573,9635.446,11.549,9937.824,1.191,58.199,18369.046,1040.136,22.017,2.762,1.23,28.424,105.7,8733.6,4544.763,4188.837,10.468,65.451,62.719,68.059,55.468,52.905,57.853,13.225,12.117,14.132,5.667,5.264,5.94,936.234,50.989,17637.315,1196.703,65.046,120.839,137.607,104.648,261.317,311.445,214.916,100.819,124.863,78.885,203.217,252.908,158.272,302.392,0.362
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1954.0,839373.329,844461.736,403076.271,441385.465,17.213,91.321,27.686,9932.22,11.762,10176.815,1.205,57.523,18426.636,1084.887,21.822,2.759,1.237,28.348,105.7,8494.416,4420.957,4073.459,10.06,66.272,63.524,68.884,55.997,53.411,58.395,13.501,12.362,14.426,5.846,5.433,6.122,889.258,48.322,17724.238,1121.205,60.937,113.363,129.668,97.561,249.746,299.125,204.059,95.647,119.108,74.219,194.925,243.765,150.724,244.659,0.29
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1955.0,849550.144,854686.605,408353.591,446333.014,17.422,91.491,27.823,9991.03,11.69,10272.922,1.202,57.666,18419.712,1122.322,21.553,2.747,1.238,28.259,105.7,8428.682,4390.701,4037.981,9.863,66.831,64.04,69.484,56.319,53.698,58.747,13.61,12.434,14.561,5.889,5.464,6.172,845.5,45.938,17745.555,1056.391,57.454,107.696,123.887,91.885,240.842,290.165,195.082,91.691,114.857,70.486,188.619,237.169,144.562,282.047,0.33
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1956.0,859823.066,864915.284,413580.187,451335.097,17.63,91.635,27.977,10047.477,11.616,10184.437,1.178,58.841,18462.842,1197.894,21.346,2.74,1.244,28.143,105.7,8415.365,4390.678,4024.687,9.73,67.453,64.611,70.155,56.545,53.882,59.015,13.604,12.375,14.597,5.823,5.365,6.131,771.611,41.822,17836.668,958.64,52.059,99.649,115.471,84.111,230.673,280.279,184.584,87.42,110.028,66.714,182.864,231.453,138.694,137.051,0.158
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1957.0,870007.503,875101.26,418742.488,456358.771,17.838,91.757,28.125,9957.692,11.38,10187.514,1.164,59.549,18535.641,1282.211,21.183,2.738,1.244,28.015,105.6,8577.949,4489.198,4088.751,9.803,67.42,64.494,70.212,56.491,53.751,59.042,13.628,12.339,14.667,5.918,5.449,6.23,770.87,41.591,17911.128,955.759,51.684,100.086,116.253,84.124,231.892,282.602,184.61,88.198,111.073,67.226,184.358,233.982,139.099,229.931,0.263
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1958.0,880195.017,885815.901,424311.634,461504.267,18.056,91.941,28.271,10360.746,11.702,11241.768,1.269,54.622,18562.236,1314.84,20.965,2.729,1.249,27.858,105.6,8201.49,4290.085,3911.405,9.263,68.492,65.545,71.284,57.264,54.508,59.81,14.059,12.73,15.118,6.117,5.616,6.448,714.995,38.515,17973.561,878.34,47.407,92.089,107.876,76.453,217.012,266.118,171.265,81.869,103.878,61.676,172.866,220.601,129.36,881.098,0.995
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1959.0,891436.785,896588.121,429896.358,466691.763,18.276,92.116,28.428,10202.461,11.379,10302.672,1.149,60.326,18601.107,1349.347,20.747,2.727,1.249,27.742,105.6,8398.646,4393.009,4005.637,9.368,68.543,65.56,71.376,57.251,54.45,59.847,14.059,12.712,15.132,6.123,5.634,6.445,701.539,37.7,18023.027,861.606,46.422,91.472,107.47,75.522,216.617,266.388,170.189,82.069,104.539,61.341,173.213,221.694,128.936,100.411,0.112
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1960.0,901739.457,906939.552,435118.14,471821.412,18.487,92.221,28.569,10079.578,11.116,10400.191,1.147,60.431,18514.117,1347.197,20.418,2.707,1.246,27.66,105.6,8434.539,4423.03,4011.509,9.302,68.979,65.913,71.895,57.419,54.545,60.088,14.097,12.679,15.223,6.114,5.593,6.457,650.327,35.093,17970.272,794.337,42.939,86.265,102.297,70.208,209.654,259.999,162.606,79.892,102.343,59.138,169.29,218.145,124.589,320.63,0.354
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1961.0,912139.648,917446.24,440404.476,477041.763,18.701,92.32,28.681,10046.582,10.955,10613.183,1.157,59.909,18429.39,1312.256,20.095,2.69,1.241,27.59,105.6,8382.808,4395.015,3987.793,9.14,69.364,66.249,72.322,57.688,54.767,60.397,14.304,12.861,15.44,6.245,5.718,6.585,621.839,33.686,17907.155,761.151,41.25,84.067,100.437,67.6,205.246,255.647,158.031,78.616,101.5,57.374,166.235,215.076,121.422,566.874,0.618
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1962.0,922752.831,927762.022,445587.626,482174.396,18.911,92.412,28.761,9427.949,10.166,10018.382,1.08,64.18,18162.399,1257.767,19.585,2.648,1.223,27.526,105.6,8734.45,4569.885,4164.565,9.419,69.232,66.089,72.224,57.452,54.499,60.201,14.084,12.605,15.249,6.067,5.528,6.416,597.627,32.779,17659.657,731.091,40.011,83.012,99.448,66.415,206.004,257.201,158.046,79.25,102.392,57.705,168.164,217.849,122.557,590.581,0.637
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1963.0,932771.213,937746.852,450617.317,487129.535,19.115,92.505,28.814,9252.334,9.871,9951.278,1.061,65.33,18015.587,1244.592,19.22,2.626,1.216,27.498,105.7,8763.253,4591.995,4171.258,9.349,69.507,66.299,72.562,57.584,54.568,60.393,14.168,12.638,15.369,6.125,5.566,6.482,564.0,31.218,17537.053,690.05,38.067,80.409,97.048,63.512,202.626,254.245,154.239,78.455,101.819,56.595,166.449,216.474,120.492,699.042,0.746
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1964.0,942722.491,947678.46,455611.564,492066.896,19.317,92.591,28.859,9232.825,9.747,9911.938,1.046,66.266,17802.125,1279.051,18.794,2.593,1.204,27.476,105.6,8569.3,4499.671,4069.629,9.047,70.058,66.793,73.156,57.984,54.902,60.847,14.5,12.915,15.736,6.386,5.809,6.747,527.837,29.552,17352.103,644.004,35.907,77.359,93.859,60.51,196.961,248.081,149.077,76.879,100.362,54.78,162.58,212.12,117.07,679.212,0.717
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1965.0,952634.429,957216.965,460349.218,496867.747,19.512,92.65,28.937,8435.987,8.818,9165.071,0.957,72.429,17281.932,1394.218,18.065,2.511,1.168,27.431,105.6,8845.945,4637.838,4208.107,9.247,70.033,66.728,73.178,57.836,54.716,60.741,14.348,12.726,15.614,6.269,5.673,6.64,490.242,28.224,16862.734,601.015,34.339,75.881,92.565,58.744,196.488,248.412,147.856,77.34,101.151,54.793,163.511,213.804,117.313,729.253,0.762
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1966.0,961799.5,965987.919,464615.563,501372.356,19.691,92.669,29.069,7631.245,7.906,8376.837,0.867,79.948,16500.526,1517.527,17.094,2.383,1.11,27.34,105.7,8869.281,4650.87,4218.411,9.188,70.236,66.868,73.442,57.965,54.784,60.931,14.47,12.813,15.756,6.357,5.755,6.726,456.393,27.469,16110.106,560.88,33.322,74.875,91.916,57.296,194.718,247.286,145.462,77.207,101.646,53.935,162.626,213.533,115.837,745.701,0.773
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1967.0,970176.337,974462.904,468692.961,505769.943,19.863,92.669,29.235,7942.759,8.153,8573.133,0.88,78.767,16940.303,1542.113,17.388,2.425,1.131,27.305,105.5,8997.544,4718.111,4279.433,9.235,70.349,66.929,73.605,58.016,54.78,61.034,14.526,12.83,15.841,6.4,5.78,6.775,454.477,26.904,16548.065,551.954,32.491,74.081,91.357,56.228,193.808,247.042,143.926,77.486,102.587,53.481,162.456,214.041,115.031,630.354,0.647
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1968.0,978749.47,982786.786,472761.204,510025.582,20.033,92.694,29.398,7424.945,7.558,8074.632,0.822,84.324,16744.44,1557.074,17.044,2.37,1.106,27.234,105.7,9319.495,4883.324,4436.171,9.486,70.242,66.768,73.565,57.849,54.562,60.929,14.374,12.639,15.723,6.276,5.639,6.658,439.763,26.272,16365.565,533.556,31.762,73.5,91.15,55.238,194.413,248.578,143.586,78.122,103.881,53.335,163.739,216.215,115.425,649.828,0.661
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1969.0,986824.102,990891.343,476803.745,514087.599,20.198,92.748,29.552,7182.491,7.251,8134.483,0.821,84.427,16727.233,1588.816,16.888,2.337,1.091,27.142,105.7,9544.742,5011.587,4533.155,9.637,70.142,66.594,73.549,57.703,54.34,60.87,14.335,12.552,15.723,6.358,5.704,6.744,430.387,25.761,16355.806,522.388,31.217,73.899,92.077,55.074,196.64,252.037,144.496,80.064,106.844,54.095,166.529,220.284,116.859,952.113,0.961
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1970.0,994958.585,999223.267,480912.988,518310.279,20.368,92.785,29.694,7320.547,7.33,8529.363,0.854,81.165,16845.186,1665.244,16.867,2.317,1.082,27.021,105.8,9524.639,4983.941,4540.698,9.537,70.437,66.881,73.84,57.93,54.56,61.093,14.511,12.725,15.891,6.442,5.786,6.823,419.971,24.986,16481.732,508.107,30.268,72.462,90.63,53.643,193.623,248.707,141.664,79.209,106.005,53.04,164.318,217.722,114.856,1208.986,1.211
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1971.0,1003487.948,1008029.328,485309.384,522719.944,20.548,92.843,29.825,7258.806,7.207,9082.76,0.901,76.931,16827.154,1671.238,16.708,2.273,1.063,26.939,105.7,9568.348,5004.381,4563.967,9.501,70.686,67.094,74.122,58.078,54.666,61.279,14.614,12.796,16.019,6.465,5.776,6.862,398.866,23.718,16481.757,484.844,28.874,70.742,88.886,51.965,190.753,245.947,138.613,78.825,105.989,52.148,162.639,216.178,112.941,1824.066,1.811
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1972.0,1012570.708,1016807.596,489786.22,527021.377,20.726,92.935,29.939,6793.245,6.687,8473.776,0.833,83.211,16426.947,1647.05,16.171,2.178,1.021,26.853,105.7,9633.702,5029.516,4604.186,9.484,70.9,67.281,74.36,58.201,54.762,61.427,14.714,12.874,16.129,6.534,5.832,6.932,373.82,22.681,16103.717,457.147,27.668,69.204,87.365,50.398,188.705,243.956,136.282,78.526,105.868,51.446,161.666,215.244,111.686,1680.67,1.655
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1973.0,1021044.484,1025005.959,493932.943,531073.015,20.894,93.007,30.018,6391.352,6.241,7922.95,0.773,89.67,16173.967,1635.009,15.794,2.108,0.988,26.786,105.7,9782.615,5088.177,4694.438,9.553,71.011,67.392,74.469,58.269,54.833,61.492,14.73,12.882,16.149,6.488,5.773,6.891,360.574,22.212,15862.105,442.808,27.138,68.221,86.353,49.442,187.032,241.934,134.732,78.028,105.281,50.796,160.474,213.646,110.663,1531.695,1.496
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1974.0,1028967.434,1032967.182,497938.444,535028.738,21.056,93.068,30.071,6444.568,6.243,7999.497,0.774,89.554,16204.256,1654.373,15.699,2.074,0.974,26.688,105.7,9759.688,5074.528,4685.16,9.456,71.322,67.672,74.806,58.518,55.052,61.764,14.894,13.016,16.328,6.591,5.858,6.997,351.707,21.692,15898.694,429.706,26.402,66.237,84.247,47.586,183.38,238.182,130.95,76.441,103.596,49.08,157.574,210.595,107.669,1555.064,1.507
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1975.0,1036966.931,1040683.91,501790.756,538893.155,21.213,93.115,30.12,6045.856,5.814,7433.959,0.714,97.079,15940.643,1631.076,15.33,2.006,0.943,26.606,105.8,9894.787,5152.689,4742.098,9.516,71.41,67.698,74.966,58.563,55.033,61.883,14.943,13.027,16.406,6.628,5.856,7.052,338.462,21.164,15647.929,415.506,25.858,65.719,84.011,46.763,182.691,238.169,129.243,76.642,104.424,48.394,157.398,211.109,106.454,1388.28,1.335
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1976.0,1044400.89,1047972.963,505406.991,542565.971,21.362,93.151,30.155,5830.243,5.567,7144.145,0.682,101.634,15824.56,1604.574,15.111,1.962,0.923,26.551,105.7,9994.317,5193.553,4800.764,9.544,71.579,67.849,75.151,58.671,55.122,62.01,15.018,13.085,16.488,6.647,5.864,7.072,325.573,20.531,15542.721,399.912,25.105,64.349,82.513,45.526,181.013,236.662,127.195,75.926,103.677,47.537,156.444,210.334,105.103,1314.032,1.255
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1977.0,1051545.035,1055206.678,508998.983,546207.694,21.509,93.188,30.254,5901.841,5.597,7323.286,0.694,99.877,15823.492,1591.996,15.006,1.937,0.912,26.523,105.7,9921.651,5174.275,4747.376,9.409,71.887,68.075,75.541,58.927,55.304,62.339,15.264,13.282,16.763,6.834,6.008,7.278,313.958,19.814,15551.611,386.922,24.355,63.43,81.912,44.261,178.846,235.175,124.061,75.424,103.611,46.471,154.923,209.397,102.722,1421.627,1.348
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1978.0,1058868.321,1062411.57,512565.004,549846.566,21.656,93.22,30.452,5670.428,5.341,7086.499,0.667,103.92,15770.335,1579.391,14.854,1.907,0.899,26.502,105.6,10099.907,5261.252,4838.655,9.513,71.97,68.132,75.658,58.963,55.311,62.413,15.29,13.287,16.803,6.83,5.981,7.284,303.407,19.222,15507.35,375.705,23.762,62.631,81.087,43.473,178.04,234.715,122.631,75.052,103.334,45.956,154.66,209.507,101.792,1416.142,1.334
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1979.0,1065954.82,1069507.823,516069.742,553438.081,21.801,93.248,30.699,5704.933,5.338,7106.007,0.664,104.39,15873.402,1581.396,14.851,1.898,0.896,26.476,105.6,10168.469,5290.564,4877.905,9.513,72.153,68.283,75.877,59.092,55.403,62.581,15.428,13.414,16.939,6.926,6.058,7.387,294.968,18.598,15617.382,365.226,23.046,61.781,80.41,42.421,177.21,234.404,120.91,74.786,103.492,45.243,154.513,209.913,100.702,1401.177,1.311
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1980.0,1073060.827,1076676.218,519665.156,557011.062,21.947,93.295,30.945,5504.699,5.117,7230.782,0.672,103.147,15943.158,1579.925,14.819,1.887,0.891,26.459,105.6,10438.459,5411.725,5026.734,9.702,72.145,68.273,75.879,59.033,55.34,62.538,15.367,13.353,16.877,6.854,5.973,7.322,286.154,17.964,15694.53,355.915,22.395,61.065,79.674,41.716,177.122,234.786,120.038,74.673,103.541,44.996,154.997,210.915,100.336,1726.239,1.605
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1981.0,1080291.609,1083486.1,523117.613,560368.486,22.086,93.352,31.183,5369.471,4.958,6388.981,0.59,117.483,15779.604,1521.081,14.571,1.851,0.876,26.5,105.5,10410.133,5379.607,5030.526,9.613,72.472,68.621,76.176,59.278,55.601,62.759,15.535,13.517,17.038,6.938,6.042,7.41,270.054,17.09,15545.033,336.624,21.317,58.947,77.035,40.137,173.659,230.429,117.208,72.869,101.091,43.905,152.5,207.538,98.42,1019.73,0.942
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1982.0,1086680.59,1089887.378,526356.394,563530.985,22.216,93.403,31.414,5500.285,5.049,6413.576,0.588,117.882,15876.666,1478.75,14.573,1.85,0.876,26.559,105.5,10376.381,5346.897,5029.484,9.524,72.792,68.968,76.459,59.534,55.875,62.991,15.71,13.687,17.21,7.066,6.147,7.547,261.137,16.461,15648.814,324.366,20.477,57.159,74.685,38.934,170.125,225.773,114.496,70.967,98.502,42.747,149.711,203.709,96.322,913.355,0.838
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1983.0,1093094.166,1096274.997,529602.635,566672.362,22.346,93.458,31.645,5191.616,4.739,6361.662,0.58,119.508,15827.874,1411.942,14.446,1.834,0.869,26.638,105.5,10636.258,5463.305,5172.953,9.707,72.802,68.983,76.477,59.487,55.825,62.961,15.671,13.654,17.167,6.999,6.073,7.486,250.202,15.801,15609.34,312.385,19.753,56.621,74.21,38.335,170.179,226.117,113.815,70.93,98.683,42.502,150.431,204.8,96.196,1170.251,1.068
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1984.0,1099455.828,1102581.533,532816.788,569764.745,22.475,93.515,31.885,5132.584,4.657,6251.411,0.567,122.248,15818.443,1361.896,14.354,1.826,0.866,26.705,105.5,10685.859,5483.177,5202.682,9.697,72.954,69.124,76.644,59.601,55.924,63.095,15.815,13.801,17.299,7.106,6.164,7.601,243.876,15.405,15605.389,304.585,19.259,56.399,74.147,37.949,169.777,225.829,112.82,71.164,99.155,42.507,150.506,205.034,95.609,1118.937,1.015
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1985.0,1105707.239,1108794.516,536003.284,572791.233,22.602,93.577,32.131,4913.778,4.434,6174.555,0.557,124.443,15791.699,1332.844,14.25,1.819,0.863,26.772,105.5,10877.921,5536.275,5341.646,9.816,73.072,69.328,76.673,59.65,56.044,63.073,15.791,13.806,17.25,7.048,6.112,7.54,231.525,14.664,15588.875,289.702,18.362,55.156,72.42,37.216,167.398,221.779,111.826,70.053,97.321,42.143,148.908,201.902,95.198,1260.979,1.138
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1986.0,1111881.794,1115134.195,539291.398,575842.797,22.731,93.653,32.366,5129.349,4.602,6504.803,0.583,118.893,15746.499,1306.192,14.129,1.812,0.861,26.864,105.4,10617.15,5383.758,5233.392,9.527,73.663,69.975,77.182,60.14,56.577,63.497,16.093,14.097,17.549,7.229,6.276,7.728,215.769,13.708,15556.891,268.532,17.073,52.479,68.939,35.387,159.632,211.304,106.698,66.895,92.659,40.548,142.31,192.67,91.099,1375.62,1.234
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1987.0,1118386.597,1121699.896,542711.443,578988.453,22.865,93.734,32.608,5160.015,4.603,6626.597,0.591,117.284,15785.736,1309.666,14.082,1.817,0.864,26.949,105.5,10625.721,5384.695,5241.026,9.479,73.864,70.175,77.385,60.314,56.751,63.675,16.264,14.262,17.718,7.349,6.379,7.855,212.149,13.443,15599.357,263.73,16.733,52.101,68.606,34.95,158.302,209.484,105.679,66.355,91.957,40.151,141.311,191.173,90.411,1466.626,1.308
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1988.0,1125013.194,1128305.356,546153.849,582151.507,22.999,93.816,32.859,4967.936,4.406,6584.323,0.584,118.69,15760.038,1331.189,13.978,1.816,0.864,26.975,105.5,10792.102,5457.785,5334.317,9.572,73.942,70.258,77.471,60.345,56.779,63.724,16.305,14.311,17.752,7.346,6.369,7.857,202.558,12.861,15582.122,253.504,16.11,51.934,68.665,34.537,157.254,208.304,104.658,66.554,92.393,40.054,140.798,190.618,89.809,1616.587,1.434
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1989.0,1131597.517,1134826.102,549556.195,585269.907,23.132,93.898,33.121,4678.164,4.126,6457.169,0.569,121.818,15507.507,1360.061,13.676,1.791,0.853,26.985,105.5,10829.343,5499.356,5329.987,9.55,74.125,70.375,77.74,60.475,56.84,63.942,16.444,14.425,17.911,7.435,6.437,7.958,190.332,12.269,15340.86,239.322,15.402,51.457,68.667,33.558,156.02,208.041,102.317,66.575,93.103,39.306,140.19,191.002,88.07,1779.133,1.569
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1990.0,1138054.686,1141489.323,552997.35,588491.973,23.268,93.969,33.386,4339.571,3.806,6869.274,0.602,115.141,15349.922,1406.198,13.462,1.776,0.846,26.982,105.5,11010.351,5601.038,5409.313,9.656,74.172,70.377,77.855,60.458,56.775,63.995,16.478,14.45,17.955,7.455,6.447,7.984,177.416,11.561,15194.467,224.347,14.581,51.052,68.722,32.661,155.87,208.826,101.114,67.341,94.689,39.168,140.795,192.572,87.588,2529.808,2.219
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1991.0,1144923.96,1148125.408,556390.858,591734.551,23.403,94.027,33.655,3781.571,3.297,6402.896,0.558,124.22,14942.263,1399.318,13.03,1.733,0.826,26.992,105.4,11160.692,5689.707,5470.985,9.733,74.235,70.405,77.973,60.463,56.739,64.064,16.535,14.497,18.024,7.503,6.477,8.041,163.966,10.957,14798.83,208.323,13.836,50.561,68.459,31.931,155.963,209.678,100.392,68.208,96.241,39.285,141.568,194.178,87.456,2621.396,2.286
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1992.0,1151326.856,1154342.616,559546.052,594796.564,23.53,94.074,33.93,3179.241,2.758,6031.519,0.523,132.533,14521.448,1347.119,12.597,1.687,0.804,27.067,105.5,11342.207,5826.404,5515.803,9.839,74.184,70.234,78.082,60.38,56.532,64.147,16.595,14.529,18.118,7.581,6.536,8.129,153.09,10.52,14387.758,196.607,13.386,51.5,70.601,31.593,158.535,214.759,100.141,70.589,100.638,39.488,144.521,199.704,87.524,2852.491,2.474
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1993.0,1157358.375,1159995.485,562372.694,597622.791,23.645,94.102,34.209,2105.648,1.818,5274.219,0.455,,14048.45,1302.849,12.129,1.637,0.781,27.145,105.5,11942.802,6141.376,5801.426,10.311,73.76,69.745,77.781,59.941,56.029,63.828,16.346,14.298,17.883,7.428,6.408,7.964,144.765,10.273,13922.015,187.758,13.153,52.843,72.874,31.952,164.464,223.833,102.59,74.364,106.527,41.025,150.634,208.989,90.154,3168.699,2.736
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1994.0,1162632.594,1164984.822,564837.443,600147.379,23.747,94.116,34.494,1767.791,1.519,4704.456,0.404,,13809.299,1274.47,11.869,1.614,0.77,27.248,105.5,12041.508,6214.716,5826.792,10.35,73.847,69.782,77.939,59.977,56.016,63.936,16.423,14.365,17.982,7.512,6.491,8.046,137.544,9.94,13689.056,176.144,12.582,52.029,72.111,31.09,165.135,225.817,101.882,75.693,108.929,41.248,151.922,211.591,90.064,2936.744,2.524
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1995.0,1167337.05,1169482.911,567032.609,602450.302,23.839,94.121,34.787,1271.182,1.089,4291.723,0.367,,13460.114,1209.756,11.526,1.578,0.754,27.38,105.5,12188.932,6285.386,5903.546,10.437,73.942,69.895,78.022,60.014,56.059,63.974,16.438,14.379,18.015,7.521,6.491,8.061,126.455,9.368,13349.76,161.824,11.845,51.243,71.18,30.464,164.066,224.311,101.324,76.423,110.082,41.547,151.523,210.868,90.027,3020.601,2.586
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1996.0,1171628.773,1173820.499,569144.588,604675.912,23.927,94.124,35.087,1364.215,1.164,4383.453,0.373,,13375.728,1153.07,11.41,1.573,0.751,27.527,105.5,12011.513,6141.669,5869.844,10.246,74.451,70.564,78.326,60.46,56.656,64.23,16.619,14.591,18.176,7.64,6.622,8.172,118.809,8.875,13272.028,150.616,11.154,47.43,65.158,28.998,156.328,212.543,98.202,72.258,103.166,40.38,144.499,199.892,87.492,3019.303,2.576
Estimates,More developed regions,d,901,,,514.0,Development Group,1803,1997.0,1176012.226,1178181.45,571291.762,606889.688,24.016,94.134,35.393,1352.527,1.15,4338.448,0.368,,13234.106,1114.869,11.248,1.56,0.746,27.66,105.5,11881.579,6028.491,5853.088,10.098,74.898,71.161,78.59,60.857,57.192,64.457,16.793,14.793,18.332,7.747,6.736,8.278,111.505,8.415,13136.94,141.046,10.572,44.159,60.009,27.715,149.656,202.099,95.749,68.54,97.012,39.283,138.396,190.096,85.485,2986.073,2.538
