Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1950.0,175662.711,177491.856,88203.727,89288.129,8.118,98.786,17.983,3662.851,20.631,3658.289,2.061,33.632,8369.119,1275.661,47.139,6.499,1.816,29.705,103.5,4706.268,2442.483,2263.785,26.508,37.477,36.232,38.748,43.136,42.291,43.973,10.543,10.292,10.762,4.657,4.551,4.743,1458.856,176.345,7363.228,2565.608,315.772,504.732,518.424,490.762,661.661,682.397,640.425,322.423,336.168,308.554,462.452,485.228,439.873,-4.6,-0.026
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1951.0,179321.0,181206.691,90039.036,91167.655,8.288,98.762,17.971,3796.935,20.949,3771.382,2.081,33.308,8560.738,1301.212,47.232,6.507,1.829,29.712,103.5,4763.803,2471.566,2292.237,26.283,37.728,36.474,39.005,43.231,42.372,44.084,10.574,10.314,10.8,4.675,4.561,4.766,1488.069,174.89,7540.464,2596.93,312.606,501.238,514.988,487.245,658.594,679.567,637.117,320.69,334.615,306.625,460.466,483.519,437.577,-25.436,-0.14
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1952.0,183092.382,185025.405,91926.985,93098.421,8.462,98.742,17.952,3937.473,21.273,3866.047,2.09,33.165,8745.905,1324.197,47.252,6.507,1.843,29.715,103.5,4808.432,2495.757,2312.675,25.979,38.043,36.768,39.343,43.312,42.414,44.205,10.6,10.329,10.836,4.692,4.57,4.79,1500.613,172.598,7717.186,2613.824,308.144,496.881,510.911,482.614,654.989,676.508,632.918,319.241,333.851,304.463,458.764,482.595,435.026,-71.434,-0.386
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1953.0,186958.429,188925.019,93857.236,95067.783,8.641,98.727,17.918,4105.096,21.715,3933.181,2.082,33.292,8943.743,1351.912,47.31,6.517,1.865,29.717,103.5,4838.647,2513.638,2325.009,25.595,38.456,37.152,39.786,43.487,42.549,44.422,10.652,10.363,10.903,4.718,4.583,4.824,1511.808,170.113,7906.927,2629.642,303.391,491.09,505.385,476.558,649.74,671.942,626.921,316.06,331.284,300.644,455.094,479.779,430.424,-171.911,-0.909
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1954.0,190891.61,192937.718,95846.475,97091.243,8.824,98.718,17.873,4254.518,22.038,4092.216,2.121,32.68,9126.491,1374.154,47.275,6.522,1.884,29.723,103.5,4871.973,2533.091,2338.882,25.237,38.842,37.512,40.202,43.617,42.637,44.596,10.684,10.383,10.947,4.733,4.59,4.846,1520.012,167.523,8084.662,2643.001,298.495,485.646,500.234,470.816,645.052,667.939,621.454,313.613,329.548,297.451,452.339,477.926,426.651,-162.311,-0.841
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1955.0,194983.826,197106.585,97915.822,99190.764,9.015,98.715,17.825,4421.901,22.42,4245.518,2.154,32.18,9323.596,1405.817,47.273,6.533,1.905,29.728,103.5,4901.695,2549.93,2351.765,24.853,39.261,37.916,40.638,43.794,42.788,44.802,10.732,10.42,11.004,4.755,4.603,4.874,1529.338,165.042,8275.092,2657.229,293.717,479.777,494.469,464.845,639.634,662.974,615.519,310.325,326.646,293.762,448.537,474.675,422.211,-176.388,-0.894
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1956.0,199229.344,201431.278,100064.705,101366.573,9.213,98.716,17.773,4589.007,22.768,4403.868,2.186,31.708,9534.329,1439.849,47.303,6.548,1.926,29.724,103.5,4945.322,2575.913,2369.409,24.535,39.613,38.233,41.027,43.91,42.854,44.974,10.761,10.43,11.051,4.768,4.604,4.897,1541.12,162.685,8477.504,2674.535,289.258,474.834,489.904,459.512,635.346,659.512,610.291,308.126,325.266,290.71,446.059,473.283,418.515,-185.079,-0.918
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1957.0,203633.212,205850.721,102260.182,103590.539,9.415,98.716,17.718,4633.745,22.496,4435.018,2.155,32.165,9752.466,1482.202,47.346,6.564,1.917,29.717,103.5,5118.721,2668.164,2450.557,24.85,39.276,37.872,40.718,43.737,42.614,44.872,10.691,10.353,10.988,4.755,4.587,4.887,1592.712,164.216,8661.796,2770.274,292.062,479.059,494.644,463.208,640.195,665.179,614.161,310.704,329.428,291.635,450.049,478.961,420.601,-198.661,-0.964
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1958.0,208068.23,210308.726,104475.98,105832.746,9.619,98.718,17.651,4801.814,22.811,4480.991,2.131,32.527,9970.165,1529.269,47.363,6.574,1.934,29.697,103.5,5168.351,2694.863,2473.488,24.552,39.58,38.171,41.03,43.801,42.663,44.954,10.719,10.378,11.017,4.767,4.596,4.901,1603.779,161.883,8871.035,2785.236,287.669,474.991,490.664,459.054,636.789,662.025,610.441,309.663,328.667,290.308,448.694,477.908,418.856,-320.784,-1.524
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1959.0,212549.221,215031.514,106824.281,108207.233,9.835,98.722,17.577,5113.683,23.768,4964.587,2.309,30.019,10188.125,1582.711,47.354,6.589,1.986,29.676,103.5,5074.442,2649.65,2424.792,23.586,40.655,39.214,42.14,44.269,43.125,45.427,10.869,10.514,11.18,4.82,4.641,4.959,1577.205,155.937,9105.836,2724.056,276.38,460.532,476.378,444.411,622.396,648.031,595.599,301.708,320.303,282.787,438.377,467.295,408.803,-149.017,-0.693
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1960.0,217513.808,220107.337,109340.267,110767.07,10.067,98.712,17.511,5277.653,23.968,5187.058,2.357,29.408,10433.673,1643.644,47.384,6.602,2.004,29.655,103.5,5156.02,2704.587,2451.433,23.416,40.832,39.248,42.476,44.154,42.789,45.55,10.884,10.506,11.215,4.831,4.644,4.977,1594.295,153.858,9340.111,2749.598,272.329,458.779,477.363,439.789,621.594,650.257,591.339,304.586,327.887,280.742,440.877,474.302,406.321,-90.658,-0.412
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1961.0,222700.866,225420.539,111962.735,113457.804,10.31,98.682,17.447,5484.107,24.321,5439.346,2.413,28.726,10707.768,1708.612,47.487,6.619,2.025,29.634,103.5,5223.661,2744.971,2478.69,23.166,41.128,39.486,42.836,44.246,42.795,45.734,10.92,10.53,11.262,4.848,4.656,4.998,1614.898,151.95,9599.378,2782.532,268.741,454.873,474.473,434.822,617.934,647.853,586.277,303.08,328.107,277.449,438.859,474.008,402.426,-44.718,-0.198
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1962.0,228140.212,230968.181,114704.682,116263.499,10.563,98.659,17.384,5719.51,24.755,5655.938,2.449,28.303,10987.059,1772.81,47.554,6.638,2.043,29.621,103.5,5267.549,2753.251,2514.298,22.799,41.605,40.131,43.123,44.616,43.41,45.838,10.962,10.599,11.278,4.863,4.683,5.004,1636.266,150.041,9864.024,2816.248,265.141,447.453,463.759,430.875,610.27,636.867,582.447,295.419,315.112,275.431,430.86,460.937,400.05,-63.633,-0.275
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1963.0,233796.15,236727.175,117558.644,119168.531,10.827,98.649,17.323,5918.582,24.993,5862.05,2.476,27.995,11260.695,1824.248,47.553,6.65,2.061,29.617,103.5,5342.113,2796.164,2545.949,22.56,41.89,40.373,43.457,44.694,43.418,45.99,10.988,10.617,11.313,4.88,4.695,5.025,1656.997,148.195,10123.813,2849.49,261.588,443.556,460.645,426.166,606.883,634.486,577.951,294.102,315.186,272.687,429.275,460.75,396.959,-56.496,-0.239
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1964.0,239658.2,242720.424,120528.31,122192.114,11.101,98.638,17.266,6134.72,25.269,6124.449,2.523,27.473,11540.499,1866.897,47.536,6.662,2.08,29.613,103.5,5405.779,2832.603,2573.176,22.267,42.241,40.694,43.842,44.858,43.547,46.193,11.033,10.647,11.371,4.9,4.705,5.052,1678.08,146.439,10389.147,2882.012,258.05,438.634,456.04,420.916,602.135,630.381,572.516,291.172,312.777,269.24,425.849,458.026,392.802,-10.35,-0.043
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1965.0,245782.649,248944.035,123612.981,125331.054,11.386,98.629,17.21,6334.596,25.44,6322.773,2.54,27.289,11834.639,1910.735,47.529,6.674,2.093,29.603,103.5,5500.043,2882.275,2617.768,22.089,42.448,40.897,44.053,44.926,43.595,46.282,11.058,10.676,11.392,4.913,4.721,5.063,1704.973,145.099,10664.723,2928.017,255.577,435.839,453.376,417.991,599.584,628.094,569.7,290.033,312.082,267.664,424.456,457.067,390.963,-11.763,-0.047
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1966.0,252105.422,255334.04,126784.202,128549.837,11.678,98.626,17.141,6494.716,25.43,6457.236,2.529,27.408,12136.502,1949.871,47.52,6.688,2.096,29.606,103.6,5641.786,2952.813,2688.973,22.09,42.442,40.925,44.008,44.906,43.589,46.245,11.05,10.682,11.372,4.915,4.73,5.06,1747.674,144.986,10937.776,3001.556,255.192,435.765,452.867,418.386,599.956,628.1,570.514,290.255,312.18,268.043,425.067,457.509,391.789,-37.5,-0.147
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1967.0,258562.658,261923.406,130052.572,131870.834,11.979,98.621,17.052,6712.582,25.623,6721.496,2.566,27.013,12446.218,1989.579,47.51,6.702,2.117,29.608,103.6,5733.636,3017.971,2715.665,21.887,42.634,40.942,44.396,44.798,43.251,46.386,11.065,10.671,11.413,4.926,4.731,5.079,1763.498,142.735,11235.814,3025.658,251.138,433.85,454.164,413.103,598.889,630.512,565.522,293.081,319.851,265.811,427.358,464.485,388.947,8.909,0.034
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1968.0,265284.154,268785.246,133453.908,135331.337,12.293,98.613,16.966,6988.775,25.997,7002.183,2.605,26.608,12770.625,2035.362,47.504,6.716,2.138,29.613,103.6,5781.85,3041.849,2740.001,21.507,43.1,41.429,44.837,45.114,43.607,46.657,11.162,10.761,11.515,4.96,4.761,5.115,1789.259,141.139,11542.473,3061.347,247.745,427.606,447.266,407.557,591.746,622.881,559.019,287.677,313.287,261.68,420.702,456.837,383.473,13.538,0.05
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1969.0,272286.337,275891.039,136978.908,138912.131,12.618,98.608,16.89,7233.57,26.212,7209.404,2.613,26.527,13113.846,2129.896,47.521,6.728,2.151,29.594,103.6,5880.276,3093.212,2787.064,21.309,43.338,41.671,45.068,45.221,43.715,46.762,11.195,10.797,11.547,4.972,4.775,5.126,1819.368,139.786,11864.736,3110.112,245.213,424.417,443.978,404.477,588.551,619.687,555.874,285.857,311.399,259.97,418.462,454.552,381.336,-24.269,-0.088
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1970.0,279495.741,283259.699,140632.785,142626.914,12.955,98.602,16.816,7521.079,26.547,7527.917,2.658,26.078,13452.379,2217.641,47.483,6.738,2.168,29.6,103.7,5931.3,3107.881,2823.419,20.936,43.822,42.283,45.408,45.597,44.268,46.945,11.255,10.872,11.594,4.996,4.803,5.146,1845.447,138.194,12185.576,3148.869,241.989,417.127,434.075,399.916,580.677,609.302,550.904,278.407,299.932,256.75,410.448,442.841,377.44,6.796,0.024
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1971.0,287023.658,290854.308,144424.778,146429.53,13.302,98.631,16.743,7834.288,26.922,7661.301,2.634,26.315,13827.208,2313.154,47.516,6.759,2.19,29.598,103.7,5992.92,3138.523,2854.397,20.594,44.246,42.727,45.809,45.831,44.529,47.15,11.315,10.922,11.663,5.021,4.823,5.175,1868.698,136.249,12543.315,3179.555,238.059,411.2,427.473,394.69,574.59,602.847,545.279,274.156,294.762,253.478,405.558,437.289,373.317,-172.97,-0.594
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1972.0,294684.959,298609.974,148323.416,150286.557,13.657,98.694,16.669,8033.123,26.889,7850.029,2.629,26.365,14175.77,2397.287,47.449,6.773,2.196,29.608,103.7,6142.647,3220.768,2921.879,20.56,44.232,42.679,45.834,45.694,44.345,47.061,11.327,10.929,11.681,5.031,4.83,5.186,1900.664,135.084,12870.836,3232.968,235.871,412.142,429.242,394.753,576.014,604.806,546.089,277.326,298.934,255.604,408.608,441.017,375.612,-183.008,-0.613
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1973.0,302534.988,306720.166,152404.293,154315.873,14.028,98.761,16.604,8392.686,27.356,8370.356,2.729,25.399,14525.749,2468.932,47.347,6.782,2.225,29.622,103.7,6133.063,3208.963,2924.1,19.991,44.98,43.505,46.496,46.222,44.983,47.471,11.431,11.037,11.781,5.069,4.871,5.221,1914.929,132.811,13210.929,3244.048,230.915,401.413,416.77,385.824,564.089,591.33,535.938,267.485,286.437,248.517,397.332,427.321,366.98,-22.279,-0.073
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1974.0,310905.344,315262.482,156704.435,158558.047,14.419,98.831,16.549,8668.411,27.492,8714.276,2.764,25.078,14926.627,2570.867,47.34,6.79,2.236,29.598,103.7,6258.216,3274.89,2983.326,19.848,45.175,43.699,46.692,46.367,45.107,47.64,11.44,11.037,11.799,5.078,4.878,5.232,1961.196,132.416,13579.498,3318.393,229.819,398.151,413.385,382.684,560.972,588.444,532.587,264.336,283.549,245.097,394.349,424.803,363.506,45.885,0.146
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1975.0,319619.62,324105.705,161147.79,162957.916,14.823,98.889,16.496,9005.065,27.777,8972.171,2.768,25.041,15337.389,2647.472,47.31,6.798,2.255,29.599,103.7,6332.324,3317.562,3014.762,19.533,45.563,44.063,47.106,46.539,45.267,47.825,11.507,11.092,11.877,5.107,4.902,5.265,1985.395,130.494,13972.934,3346.688,225.768,393.137,408.607,377.41,555.785,583.528,527.113,261.738,280.952,242.497,390.893,421.356,360.044,-32.947,-0.102
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1976.0,328591.791,333192.588,165695.366,167497.222,15.239,98.924,16.442,9415.966,28.245,9201.593,2.762,25.096,15733.277,2708.75,47.195,6.797,2.287,29.61,103.6,6317.311,3320.653,2996.658,18.95,46.304,44.713,47.946,46.875,45.502,48.269,11.638,11.196,12.036,5.164,4.946,5.333,1984.601,127.138,14368.825,3327.226,218.93,383.722,400.393,366.735,545.557,574.955,515.09,256.71,277.522,235.813,383.952,416.185,351.21,-214.287,-0.643
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1977.0,337793.384,342404.126,170293.111,172111.014,15.66,98.944,16.397,9780.508,28.534,9221.483,2.693,25.739,16157.348,2770.088,47.139,6.802,2.308,29.626,103.6,6376.84,3359.192,3017.648,18.605,46.769,45.113,48.481,47.129,45.68,48.605,11.717,11.247,12.141,5.202,4.97,5.38,2007.508,125.253,14775.967,3355.949,215.081,377.553,394.915,359.846,538.804,569.459,506.989,252.494,274.39,230.481,378.737,412.389,344.497,-559.073,-1.631
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1978.0,347014.867,352245.934,175183.195,177062.74,16.11,98.938,16.365,10114.182,28.722,10462.135,2.97,23.338,16579.946,2815.079,47.083,6.805,2.326,29.663,103.6,6465.764,3416.645,3049.119,18.361,47.09,45.341,48.907,47.238,45.668,48.846,11.754,11.258,12.204,5.224,4.979,5.414,2033.15,123.564,15180.467,3390.427,211.649,373.231,391.949,354.104,534.668,567.255,500.713,250.718,274.767,226.441,376.553,412.635,339.67,348.002,0.988
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1979.0,357477.002,362698.051,180373.014,182325.037,16.588,98.929,16.334,10518.567,28.992,10442.098,2.879,24.076,17057.957,2893.492,47.016,6.791,2.339,29.655,103.6,6539.39,3452.77,3086.62,18.024,47.559,45.841,49.339,47.481,45.962,49.032,11.807,11.309,12.258,5.243,4.995,5.436,2055.392,121.447,15641.703,3418.442,207.452,366.69,384.606,348.411,527.913,559.784,494.787,246.349,269.053,223.469,371.51,406.373,335.964,-76.497,-0.211
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1980.0,367919.1,373045.159,185611.081,187434.078,17.061,99.027,16.302,10857.644,29.076,10252.117,2.748,25.224,17500.526,2951.313,46.865,6.77,2.344,29.659,103.6,6642.882,3507.772,3135.11,17.789,47.869,46.147,49.652,47.619,46.091,49.179,11.845,11.341,12.303,5.26,5.008,5.457,2083.558,119.911,16064.721,3460.059,204.38,362.54,380.449,344.273,523.622,555.563,490.445,244.019,266.747,221.105,368.661,403.554,333.097,-605.558,-1.622
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1981.0,378171.217,383809.698,190983.272,192826.426,17.554,99.044,16.262,11194.065,29.163,11276.963,2.938,23.592,17921.273,2989.402,46.689,6.746,2.347,29.666,103.6,6727.208,3552.384,3174.824,17.526,48.18,46.459,49.961,47.785,46.249,49.352,11.89,11.377,12.355,5.287,5.027,5.49,2106.428,118.375,16468.163,3495.654,201.576,358.292,375.922,340.282,519.124,551.201,485.899,241.069,263.733,218.22,365.263,400.332,329.625,82.865,0.216
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1982.0,389448.18,395262.3,196527.18,198735.119,18.078,98.889,16.218,11550.483,29.219,11628.239,2.942,23.56,18394.667,3043.678,46.533,6.718,2.35,29.666,103.6,6844.184,3617.33,3226.854,17.314,48.417,46.653,50.243,47.807,46.222,49.423,11.9,11.383,12.368,5.295,5.034,5.497,2129.118,116.57,16924.703,3530.484,198.222,354.997,373.381,336.231,516.567,549.542,482.449,240.739,264.385,216.93,364.928,401.003,328.328,77.811,0.197
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1983.0,401076.419,406623.763,201971.756,204652.006,18.597,98.69,16.18,11638.243,28.597,11094.688,2.729,25.399,18912.802,3129.521,46.472,6.689,2.308,29.655,103.7,7274.559,3837.101,3437.458,17.875,47.615,45.878,49.408,47.413,45.822,49.032,11.771,11.262,12.233,5.261,5.004,5.46,2250.459,119.762,17360.214,3758.735,204.64,364.992,383.359,346.297,528.433,561.218,494.604,246.73,270.95,222.4,373.521,410.053,336.557,-543.644,-1.336
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1984.0,412171.107,418141.335,207439.323,210702.013,19.124,98.452,16.146,11948.763,28.57,11940.456,2.856,24.27,19376.693,3201.74,46.331,6.649,2.303,29.643,103.7,7427.93,3926.904,3501.026,17.761,47.674,45.839,49.573,47.258,45.538,49.009,11.769,11.254,12.236,5.262,5.006,5.46,2277.164,118.296,17803.967,3796.589,201.803,364.574,384.916,343.892,529.332,564.19,493.343,250.14,277.218,222.941,377.113,416.318,337.43,-8.446,-0.02
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1985.0,424111.563,430321.014,213179.027,217141.987,19.681,98.175,16.116,12327.613,28.645,12418.903,2.886,24.018,19862.065,3290.867,46.152,6.599,2.298,29.626,103.7,7534.452,3978.22,3556.232,17.507,47.959,46.138,49.834,47.346,45.652,49.06,11.8,11.282,12.269,5.282,5.02,5.486,2300.731,116.642,18270.94,3825.834,198.487,360.579,380.548,340.363,525.97,560.507,490.536,248.734,275.179,222.335,375.649,414.241,336.87,91.315,0.212
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1986.0,436530.466,442996.276,219311.079,223685.198,20.261,98.045,16.099,12676.231,28.617,12931.62,2.919,23.746,20343.331,3341.951,45.926,6.55,2.29,29.651,103.7,7667.1,4043.876,3623.224,17.309,48.162,46.337,50.032,47.356,45.656,49.063,11.813,11.295,12.28,5.292,5.027,5.497,2325.228,115.031,18734.715,3862.217,195.473,357.826,377.888,337.619,524.002,558.65,488.693,248.736,275.305,222.394,375.715,414.382,337.161,255.429,0.577
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1987.0,449462.086,456194.222,225894.847,230299.375,20.864,98.087,16.094,13190.939,28.918,13464.272,2.952,23.481,20821.866,3419.065,45.647,6.506,2.306,29.656,103.7,7630.927,4037.385,3593.542,16.729,48.833,46.928,50.788,47.43,45.678,49.191,11.924,11.393,12.404,5.337,5.063,5.552,2276.366,110.106,19243.165,3762.014,186.432,349.994,371.275,328.497,517.018,552.785,480.484,249.305,276.725,222.076,374.868,414.153,335.647,273.344,0.599
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1988.0,462926.358,469537.97,232538.101,236999.869,21.475,98.117,16.098,13299.297,28.318,13223.223,2.816,24.615,21233.126,3455.991,45.212,6.447,2.273,29.691,103.7,7933.829,4185.396,3748.433,16.894,48.617,46.79,50.488,47.513,45.83,49.203,11.86,11.322,12.345,5.335,5.052,5.56,2378.447,112.518,19588.624,3953.804,190.934,351.03,370.599,331.296,518.665,553.339,483.358,245.798,271.753,220.071,373.3,411.619,335.146,-76.171,-0.162
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1989.0,476149.581,483086.291,239281.078,243805.212,22.094,98.144,16.109,13805.724,28.575,13873.419,2.872,24.135,21679.575,3526.924,44.873,6.383,2.28,29.672,103.7,7873.851,4159.19,3714.661,16.298,49.315,47.459,51.217,47.645,45.968,49.327,11.952,11.415,12.435,5.365,5.082,5.588,2331.258,108.25,20062.132,3844.839,182.404,342.389,362.233,322.327,510.65,545.628,475.016,244.886,270.621,219.356,370.973,408.947,333.18,67.749,0.14
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1990.0,490023.0,496907.297,246166.848,250740.449,22.726,98.176,16.117,13994.823,28.153,13768.594,2.771,25.014,22085.617,3605.475,44.43,6.301,2.254,29.63,103.8,8090.794,4286.608,3804.186,16.277,49.206,47.251,51.218,47.407,45.602,49.228,11.931,11.383,12.423,5.37,5.082,5.596,2365.529,107.673,20446.157,3901.107,181.147,344.013,365.618,322.119,514.214,551.433,476.086,249.65,278.279,221.112,376.548,417.422,335.605,-226.32,-0.455
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1991.0,503791.594,510704.646,253038.804,257665.842,23.357,98.204,16.124,14159.469,27.712,13826.104,2.707,25.606,22539.808,3665.454,44.114,6.239,2.22,29.599,103.7,8380.339,4423.751,3956.588,16.402,48.942,47.087,50.845,47.281,45.586,48.983,11.874,11.321,12.369,5.359,5.063,5.591,2435.768,108.647,20852.045,4029.894,183.097,346.738,366.307,326.942,518.399,553.865,482.226,251.364,277.729,225.182,379.669,418.558,340.895,-333.313,-0.652
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1992.0,517617.698,524576.232,259862.287,264713.945,23.992,98.167,16.127,14358.609,27.356,13917.068,2.653,26.127,22964.536,3703.113,43.753,6.175,2.196,29.594,103.7,8605.927,4542.618,4063.309,16.397,48.807,46.955,50.707,47.027,45.339,48.722,11.861,11.309,12.354,5.364,5.067,5.599,2463.185,107.802,21258.085,4072.296,181.545,348.905,368.568,328.997,522.561,557.952,486.421,256.728,283.199,230.43,385.761,424.517,347.076,-441.487,-0.841
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1993.0,531534.766,538716.134,266746.398,271969.736,24.638,98.079,16.123,14764.854,27.394,14362.736,2.666,26.0,23435.468,3837.238,43.48,6.111,2.19,29.552,103.8,8670.614,4582.548,4088.066,16.086,49.111,47.208,51.063,46.958,45.232,48.69,11.913,11.357,12.407,5.396,5.096,5.633,2448.085,105.127,21736.134,4027.896,176.379,345.403,365.927,324.61,520.648,556.922,483.584,259.352,286.743,232.157,388.01,427.468,348.621,-402.199,-0.746
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1994.0,545897.502,552885.367,273661.714,279223.653,25.286,98.008,16.147,14507.541,26.224,13975.729,2.528,27.419,23866.366,3924.248,43.141,6.045,2.134,29.527,103.7,9358.825,4974.153,4384.672,16.917,47.504,45.4,49.688,44.913,42.868,46.999,11.72,11.142,12.232,5.363,5.065,5.597,2487.419,104.75,22141.38,4087.051,175.393,371.038,396.775,344.839,556.494,597.248,514.243,302.174,337.416,266.768,433.56,479.725,386.657,-531.717,-0.961
Estimates,Sub-Saharan Africa,b,1834,,,202.0,SDG region,1828,1995.0,559873.231,567561.546,280818.516,286743.03,25.958,97.934,16.185,15537.173,27.366,15376.629,2.709,25.587,24444.652,4003.368,43.055,5.993,2.163,29.497,103.7,8907.479,4678.821,4228.658,15.689,49.531,47.765,51.324,47.063,45.498,48.612,11.913,11.366,12.393,5.406,5.105,5.644,2492.698,102.804,22710.719,4072.546,171.486,338.389,356.234,320.377,516.008,549.745,481.959,257.077,281.07,233.569,386.537,422.744,350.893,-160.596,-0.283
